funding_date,from_funder_name,to_project_name,amount,grant_pool_name,metadata
2025-11-01,optimism,40-acres,70000.0,grants_season_8,"{""application_name"": ""40acres.finance"", ""application_url"": ""https://app.opgrants.io/browse-applications/APP-CS0S7GDN-MR3JI7"", ""token_amount"": 200000.0, ""token_unit"": ""OP"", ""status"": ""Sent"", ""initial_delivery_date"": ""2025-09-30 0:00:00"", ""op_delivered"": 200000.0, ""intent"": ""TVL"", ""l2_address"": ""0xff16fd3d147220e6cc002a8e4a1f942ac41dbd23""}"
2025-11-01,optimism,ackee-blockchain,31604.999999999996,grants_season_8,"{""application_name"": ""FinDex"", ""application_url"": ""https://app.opgrants.io/browse-applications/APP-57SGU3IK-043BF4"", ""token_amount"": 90300.0, ""token_unit"": ""OP"", ""status"": ""Sent to locked Multisig"", ""initial_delivery_date"": ""2025-10-20 0:00:00"", ""op_delivered"": 90300.0, ""intent"": ""Audits"", ""l2_address"": ""0x1A944C47372f52fFA4FeA738aC0cA5BCf7424C15""}"
2025-11-01,optimism,super-dca-tech,2310.0,grants_season_8,"{""application_name"": ""SuperDCA"", ""application_url"": ""https://app.opgrants.io/browse-applications/APP-MBLQX9I5-XZR085"", ""token_amount"": 6600.0, ""token_unit"": ""OP"", ""status"": ""Sent"", ""initial_delivery_date"": ""2025-12-09 0:00:00"", ""op_delivered"": 6600.0, ""intent"": ""Audits"", ""l2_address"": ""0x5A973117Dd273676bf4D14313b80562DC8973ba9""}"
2025-11-01,optimism,super-dca-tech,9240.0,grants_season_8,"{""application_name"": ""SuperDCA"", ""application_url"": ""https://app.opgrants.io/browse-applications/APP-MBLQX9I5-XZR085"", ""token_amount"": 26400.0, ""token_unit"": ""OP"", ""status"": ""Sent"", ""initial_delivery_date"": ""2025-12-09 0:00:00"", ""op_delivered"": 10560.0, ""intent"": ""Audits"", ""l2_address"": ""0x5A973117Dd273676bf4D14313b80562DC8973ba9""}"
2025-11-01,optimism,super-dca-tech,10500.0,grants_season_8,"{""application_name"": ""Super DCA"", ""application_url"": ""https://app.opgrants.io/browse-applications/APP-0A6ZP40D-82XHOP"", ""token_amount"": 30000.0, ""token_unit"": ""OP"", ""status"": ""Sent"", ""initial_delivery_date"": ""2025-11-05 0:00:00"", ""op_delivered"": 30000.0, ""intent"": ""TVL"", ""l2_address"": ""0xC07E21c78d6Ad0917cfCBDe8931325C392958892""}"
2025-11-01,optimism,pancakeswap,210000.0,grants_season_8,"{""application_name"": ""PancakeSwap"", ""application_url"": ""https://app.opgrants.io/browse-applications/APP-61MKC5AZ-TFCR6F"", ""token_amount"": 600000.0, ""token_unit"": ""OP"", ""status"": ""Sent"", ""initial_delivery_date"": ""2025-11-12 0:00:00"", ""op_delivered"": 600000.0, ""intent"": ""TVL"", ""l2_address"": ""0x735C0C6007307beFEC8Cb44112706d95759F6852""}"
2025-11-01,optimism,truemarketsorg,24500.0,grants_season_8,"{""application_name"": ""Truemarkets"", ""application_url"": ""https://app.opgrants.io/browse-applications/APP-45IYMH9L-PJU5AX"", ""token_amount"": 70000.0, ""token_unit"": ""OP"", ""status"": ""Sent"", ""initial_delivery_date"": ""2025-12-16 0:00:00"", ""op_delivered"": 70000.0, ""intent"": ""TVL"", ""l2_address"": ""0xa9d19Dd30540fB39C8e058E81DaA21FfCcfB4a57""}"
2025-11-01,optimism,curve,87500.0,grants_season_8,"{""application_name"": ""Curve Lending"", ""application_url"": ""https://app.opgrants.io/browse-applications/APP-VZLIY6MC-SQDRNT"", ""token_amount"": 250000.0, ""token_unit"": ""OP"", ""status"": ""Sent"", ""initial_delivery_date"": ""2025-12-02 0:00:00"", ""op_delivered"": 100000.0, ""intent"": ""TVL"", ""l2_address"": ""0x28c4A1Fa47EEE9226F8dE7D6AF0a41C62Ca98267""}"
2025-11-01,optimism,own-protocol,3692.4999999999995,grants_season_8,"{""application_name"": ""Own Protocol"", ""application_url"": ""https://app.opgrants.io/browse-applications/APP-TNXF7NSW-LJ4NIB"", ""token_amount"": 10550.0, ""token_unit"": ""OP"", ""status"": ""Sent"", ""initial_delivery_date"": ""2026-11-13 0:00:00"", ""op_delivered"": 10550.0, ""intent"": ""Audits"", ""l2_address"": ""0x5A973117Dd273676bf4D14313b80562DC8973ba9""}"
2025-11-01,optimism,own-protocol,13195.0,grants_season_8,"{""application_name"": ""Own Protocol"", ""application_url"": ""https://app.opgrants.io/browse-applications/APP-TNXF7NSW-LJ4NIB"", ""token_amount"": 37700.0, ""token_unit"": ""OP"", ""status"": ""Sent"", ""initial_delivery_date"": ""2026-11-13 0:00:00"", ""op_delivered"": 15080.0, ""intent"": ""Audits"", ""l2_address"": ""0x5A973117Dd273676bf4D14313b80562DC8973ba9""}"
