funding_date,from_funder_name,to_project_name,amount,grant_pool_name,metadata
2022-07-01,optimism,uniswap,500000.0,grants_season_1,"{""application_name"": ""Uniswap V3"", ""application_url"": ""https://gov.optimism.io/t/gf-phase-0-proposal-uniswap/2133/5"", ""token_amount"": 1000000.0, ""token_unit"": ""OP"", ""status"": ""Sent"", ""initial_delivery_date"": ""2022-09-07 0:00:00"", ""op_delivered"": 1000000.0, ""intent"": null, ""l2_address"": ""0x0D162447B8dF47C2e7910441bF3C8c1b55b9B124""}"
2022-07-01,optimism,1-inch,150000.0,grants_season_1,"{""application_name"": ""Oneinch"", ""application_url"": ""https://gov.optimism.io/t/gf-phase-0-proposal-1inch-network/655"", ""token_amount"": 300000.0, ""token_unit"": ""OP"", ""status"": ""Sent"", ""initial_delivery_date"": null, ""op_delivered"": 300000.0, ""intent"": null, ""l2_address"": ""0x1bd315E3F029083DA8731a6b1c6F2959A0d15376""}"
2022-07-01,optimism,celer,500000.0,grants_season_1,"{""application_name"": ""Celer"", ""application_url"": ""https://gov.optimism.io/t/gf-phase-0-proposal-celer-network/1749"", ""token_amount"": 1000000.0, ""token_unit"": ""OP"", ""status"": ""Sent"", ""initial_delivery_date"": ""2022-08-04 0:00:00"", ""op_delivered"": 1000000.0, ""intent"": null, ""l2_address"": ""0xF5e9D550C3c50364D630eDB4753bE404Cd109121""}"
2022-07-01,optimism,aave,150000.0,grants_season_1,"{""application_name"": ""Aave"", ""application_url"": ""https://gov.optimism.io/t/gf-phase-0-proposal-aave/1712"", ""token_amount"": 300000.0, ""token_unit"": ""OP"", ""status"": ""Sent"", ""initial_delivery_date"": null, ""op_delivered"": 300000.0, ""intent"": null, ""l2_address"": ""0xcd150D9CFDb39D287D69B9b1bb7111E58414aCA8""}"
2022-07-01,optimism,chainlink,500000.0,grants_season_1,"{""application_name"": ""Chainlink"", ""application_url"": ""https://gov.optimism.io/t/gf-phase-0-proposal-chainlink/1701"", ""token_amount"": 1000000.0, ""token_unit"": ""OP"", ""status"": ""Sent"", ""initial_delivery_date"": null, ""op_delivered"": 1000000.0, ""intent"": null, ""l2_address"": ""0x7EE753e87f20eb3262967c2Fc54762b0B4Ff4D75""}"
2022-07-01,optimism,polynomial-protocol,450000.0,grants_season_1,"{""application_name"": ""Polynomial Protocol"", ""application_url"": ""https://gov.optimism.io/t/gf-phase-0-proposal-polynomial-protocol/1625"", ""token_amount"": 900000.0, ""token_unit"": ""OP"", ""status"": ""Sent"", ""initial_delivery_date"": ""2022-07-19 0:00:00"", ""op_delivered"": 900000.0, ""intent"": null, ""l2_address"": ""0x59672D112d680CE34C20fF1507197993CC0bA430""}"
2022-07-01,optimism,0xproject,150000.0,grants_season_1,"{""application_name"": ""0x"", ""application_url"": ""https://gov.optimism.io/t/gf-phase-0-proposal-0x-zeroex/1299/6"", ""token_amount"": 300000.0, ""token_unit"": ""OP"", ""status"": ""Sent"", ""initial_delivery_date"": ""2022-07-08 0:00:00"", ""op_delivered"": 300000.0, ""intent"": null, ""l2_address"": ""0xba9493f97BEF07a272998139A268398b80AB9Dd5""}"
2022-07-01,optimism,aelin,450000.0,grants_season_1,"{""application_name"": ""Aelin"", ""application_url"": ""https://gov.optimism.io/t/gf-phase-0-proposal-aelin-protocol/1157"", ""token_amount"": 900000.0, ""token_unit"": ""OP"", ""status"": ""Sent"", ""initial_delivery_date"": ""2022-07-14 0:00:00"", ""op_delivered"": 900000.0, ""intent"": null, ""l2_address"": ""0x5B8F3fb479571Eca6A06240b21926Db586Cdf10f""}"
2022-07-01,optimism,slingshot,150000.0,grants_season_1,"{""application_name"": ""Slingshot"", ""application_url"": ""https://gov.optimism.io/t/gf-phase-0-proposal-slingshot/1326"", ""token_amount"": 300000.0, ""token_unit"": ""OP"", ""status"": ""Sent"", ""initial_delivery_date"": ""2022-07-08 0:00:00"", ""op_delivered"": 300000.0, ""intent"": null, ""l2_address"": ""0x9D439E524F214Fb0cb5fA42030E578F60E64D98C""}"
2022-07-01,optimism,we-piggy,150000.0,grants_season_1,"{""application_name"": ""Wepiggy"", ""application_url"": ""https://gov.optimism.io/t/gf-phase-0-proposal-wepiggy/437/5"", ""token_amount"": 300000.0, ""token_unit"": ""OP"", ""status"": ""Sent"", ""initial_delivery_date"": ""2022-07-26 0:00:00"", ""op_delivered"": 300000.0, ""intent"": null, ""l2_address"": ""0x75F7b331bbDbAcAfe1Ec5ba5215a0FBfc002B3B8""}"
2022-07-01,optimism,thales,450000.0,grants_season_1,"{""application_name"": ""Thales"", ""application_url"": ""https://gov.optimism.io/t/gf-phase-0-proposal-thales/1078/2"", ""token_amount"": 900000.0, ""token_unit"": ""OP"", ""status"": ""Sent"", ""initial_delivery_date"": ""2022-07-08 0:00:00"", ""op_delivered"": 900000.0, ""intent"": null, ""l2_address"": ""0x489863b61C625a15C74FB4C21486baCb4A3937AB""}"
2022-07-01,optimism,pika-protocol,450000.0,grants_season_1,"{""application_name"": ""Pika Protocol"", ""application_url"": ""https://gov.optimism.io/t/gf-phase-0-proposal-pika-protocol/1103"", ""token_amount"": 900000.0, ""token_unit"": ""OP"", ""status"": ""Sent"", ""initial_delivery_date"": ""2022-08-26 0:00:00"", ""op_delivered"": 900000.0, ""intent"": null, ""l2_address"": ""0xA9Cd2563C2ccE7db8eDBe7aACDB0393c68151A28""}"
2022-07-01,optimism,layer2dao,150000.0,grants_season_1,"{""application_name"": ""Layer2dao"", ""application_url"": ""https://gov.optimism.io/t/gf-phase-0-proposal-layer2dao/1198/8"", ""token_amount"": 300000.0, ""token_unit"": ""OP"", ""status"": ""Sent"", ""initial_delivery_date"": ""2022-07-08 0:00:00"", ""op_delivered"": 300000.0, ""intent"": null, ""l2_address"": ""0xaF5a0068f5465260A1a88A6264D0dcE4469609CF""}"
2022-07-01,optimism,synthetix,4500000.0,grants_season_1,"{""application_name"": ""Synthetix"", ""application_url"": ""https://gov.optimism.io/t/gf-phase-0-proposal-synthetix/1381"", ""token_amount"": 9000000.0, ""token_unit"": ""OP"", ""status"": ""Sent"", ""initial_delivery_date"": ""2022-07-27 0:00:00"", ""op_delivered"": 9000000.0, ""intent"": null, ""l2_address"": ""0x9644A6920bd0a1923C2C6C1DddF691b7a42e8A65""}"
2022-07-01,optimism,shipyard-software,150000.0,grants_season_1,"{""application_name"": ""Clipper"", ""application_url"": ""https://gov.optimism.io/t/gf-phase-0-proposal-clipper/1322/7"", ""token_amount"": 300000.0, ""token_unit"": ""OP"", ""status"": ""Sent"", ""initial_delivery_date"": ""2022-07-08 0:00:00"", ""op_delivered"": 300000.0, ""intent"": null, ""l2_address"": ""0x1Dd174bF2e090d0F1b1360Ac8905780429B2642B""}"
2022-07-01,optimism,kwenta,450000.0,grants_season_1,"{""application_name"": ""Kwenta"", ""application_url"": ""https://gov.optimism.io/t/gf-phase-0-proposal-kwenta-protocol/1122/2"", ""token_amount"": 900000.0, ""token_unit"": ""OP"", ""status"": ""Sent"", ""initial_delivery_date"": ""2022-07-15 0:00:00"", ""op_delivered"": 900000.0, ""intent"": null, ""l2_address"": ""0x82d2242257115351899894eF384f779b5ba8c695""}"
2022-07-01,optimism,hop-protocol,500000.0,grants_season_1,"{""application_name"": ""Hop Protocol"", ""application_url"": ""https://gov.optimism.io/t/gf-phase-0-proposal-hop-protocol/944"", ""token_amount"": 1000000.0, ""token_unit"": ""OP"", ""status"": ""Sent"", ""initial_delivery_date"": null, ""op_delivered"": 1000000.0, ""intent"": null, ""l2_address"": ""0xC988107688b750dee6237B85A3ca49ba0a65DaB0""}"
2022-07-01,optimism,synapse,500000.0,grants_season_1,"{""application_name"": ""Synapse"", ""application_url"": ""https://gov.optimism.io/t/gf-phase-0-proposal-synapse-protocol/928"", ""token_amount"": 1000000.0, ""token_unit"": ""OP"", ""status"": ""Sent"", ""initial_delivery_date"": null, ""op_delivered"": 1000000.0, ""intent"": null, ""l2_address"": ""0x2431CBdc0792F5485c4cb0a9bEf06C4f21541D52""}"
2022-07-01,optimism,connext,150000.0,grants_season_1,"{""application_name"": ""Connext"", ""application_url"": ""https://gov.optimism.io/t/gf-phase-0-proposal-connext/851"", ""token_amount"": 300000.0, ""token_unit"": ""OP"", ""status"": ""Sent"", ""initial_delivery_date"": null, ""op_delivered"": 300000.0, ""intent"": null, ""l2_address"": ""0x3576aafaffe4c07f894447265b391856377157db""}"
2022-07-01,optimism,rubicon,450000.0,grants_season_1,"{""application_name"": ""Rubicon"", ""application_url"": ""https://gov.optimism.io/t/gf-phase-0-proposal-rubicon/794/5"", ""token_amount"": 900000.0, ""token_unit"": ""OP"", ""status"": ""Sent"", ""initial_delivery_date"": ""2022-07-08 0:00:00"", ""op_delivered"": 900000.0, ""intent"": null, ""l2_address"": ""0x3204AC6F848e05557c6c7876E09059882e07962F""}"
2022-07-01,optimism,gelato,150000.0,grants_season_1,"{""application_name"": ""Gelato"", ""application_url"": ""https://gov.optimism.io/t/gf-phase-0-proposal-gelato/873/4"", ""token_amount"": 300000.0, ""token_unit"": ""OP"", ""status"": ""Sent"", ""initial_delivery_date"": ""2022-07-08 0:00:00"", ""op_delivered"": 300000.0, ""intent"": null, ""l2_address"": ""0x01ea687Be2937D4Bfd9e302b8dbD3be8d9bDb14e""}"
2022-07-01,optimism,stargate-finance,500000.0,grants_season_1,"{""application_name"": ""Stargate Finance"", ""application_url"": ""https://gov.optimism.io/t/gf-phase-0-proposal-stargate-finance/721/5"", ""token_amount"": 1000000.0, ""token_unit"": ""OP"", ""status"": ""Sent"", ""initial_delivery_date"": ""2022-07-19 0:00:00"", ""op_delivered"": 1000000.0, ""intent"": null, ""l2_address"": ""0x392AC17A9028515a3bFA6CCe51F8b70306C6bd43""}"
2022-07-01,optimism,derivexyz,1500000.0,grants_season_1,"{""application_name"": ""Lyra V1"", ""application_url"": ""https://gov.optimism.io/t/gf-phase-0-proposal-lyra-finance/202/22"", ""token_amount"": 3000000.0, ""token_unit"": ""OP"", ""status"": ""Sent"", ""initial_delivery_date"": ""2022-07-20 0:00:00"", ""op_delivered"": 3000000.0, ""intent"": null, ""l2_address"": ""0xB6DACAE4eF97b4817d54df8e005269f509f803f9""}"
2022-07-01,optimism,perpetual-protocol,4500000.0,grants_season_1,"{""application_name"": ""Perpetual Protocol"", ""application_url"": ""https://gov.optimism.io/t/gf-phase-0-proposal-perpetual-protocol/201/13"", ""token_amount"": 9000000.0, ""token_unit"": ""OP"", ""status"": ""Sent"", ""initial_delivery_date"": ""2022-07-08 0:00:00"", ""op_delivered"": 9000000.0, ""intent"": null, ""l2_address"": ""0xDcf664d0f76E99eaA2DBD569474d0E75dC899FCD""}"
2022-07-01,optimism,dforce-network,150000.0,grants_season_1,"{""application_name"": ""dForce"", ""application_url"": ""https://gov.optimism.io/t/ready-gf-phase-1-proposal-dforce/2420/15"", ""token_amount"": 300000.0, ""token_unit"": ""OP"", ""status"": ""Sent"", ""initial_delivery_date"": null, ""op_delivered"": 300000.0, ""intent"": null, ""l2_address"": ""0x69C1a51711B061E5935c648beb16e349898B17dF""}"
2022-07-01,optimism,balmy-protocol,150000.0,grants_season_1,"{""application_name"": ""Mean Finance"", ""application_url"": ""https://gov.optimism.io/t/ready-gf-phase-1-proposal-mean-finance/2537"", ""token_amount"": 300000.0, ""token_unit"": ""OP"", ""status"": ""Sent"", ""initial_delivery_date"": null, ""op_delivered"": 300000.0, ""intent"": null, ""l2_address"": ""0x308810881807189cAe91950888b2cB73A1CC5920""}"
2022-07-01,optimism,beethoven-x,250000.0,grants_season_1,"{""application_name"": ""Balancer & BeethovenX"", ""application_url"": ""https://gov.optimism.io/t/ready-gf-phase-1-proposal-balancer-beethovenx/2658"", ""token_amount"": 500000.0, ""token_unit"": ""OP"", ""status"": ""Sent"", ""initial_delivery_date"": null, ""op_delivered"": 500000.0, ""intent"": null, ""l2_address"": ""0x2a185C8A3C63d7bFe63aD5d950244FFe9d0a4b60""}"
2022-07-01,optimism,warden-swap,150000.0,grants_season_1,"{""application_name"": ""WardenSwap"", ""application_url"": ""https://gov.optimism.io/t/ready-gf-phase-1-proposal-wardenswap/2712"", ""token_amount"": 300000.0, ""token_unit"": ""OP"", ""status"": ""Sent"", ""initial_delivery_date"": null, ""op_delivered"": 300000.0, ""intent"": null, ""l2_address"": ""0xc146a672c85b408a9a7bc00f74ad567b7684134c""}"
2022-07-01,optimism,pickle-finance,100000.0,grants_season_1,"{""application_name"": ""Pickle Finance"", ""application_url"": ""https://gov.optimism.io/t/ready-gf-phase-1-proposal-pickle-finance/2723"", ""token_amount"": 200000.0, ""token_unit"": ""OP"", ""status"": ""Sent"", ""initial_delivery_date"": null, ""op_delivered"": 200000.0, ""intent"": null, ""l2_address"": ""0x7A79e2e867d36a91Bb47e0929787305c95E793C5""}"
2022-07-01,optimism,paraswap,225000.0,grants_season_1,"{""application_name"": ""ParaSwap"", ""application_url"": ""https://gov.optimism.io/t/live-gf-phase-1-proposal-paraswap/2228"", ""token_amount"": 450000.0, ""token_unit"": ""OP"", ""status"": ""Sent"", ""initial_delivery_date"": null, ""op_delivered"": 450000.0, ""intent"": null, ""l2_address"": ""0x0740374d74Ee4424398f3A16fcC5b301FCf47F92""}"
