to_project_name,amount,funding_date,from_funder_name,grant_pool_name,metadata
l2beat,122800.0,2025-01-25,octant-golemfoundation,epoch_6,"{""application_name"": ""L2BEAT"", ""application_url"": ""https://octant.app/project/6/0x0cbF31Ef6545EE30f47651D1A991Bf0aeB03DF29"", ""token_amount"": 37.086, ""token_unit"": ""ETH""}"
protocol-guild,107900.0,2025-01-25,octant-golemfoundation,epoch_6,"{""application_name"": ""Protocol Guild"", ""application_url"": ""https://octant.app/project/6/0x3250c2CEE20FA34D1c4F68eAA87E53512e95A62a"", ""token_amount"": 32.575, ""token_unit"": ""ETH""}"
revoke-cash,96700.0,2025-01-25,octant-golemfoundation,epoch_6,"{""application_name"": ""Revoke.cash"", ""application_url"": ""https://octant.app/project/6/0xfcBf17200C64E860F6639aa12B525015d115F863"", ""token_amount"": 29.213, ""token_unit"": ""ETH""}"
ethereum-attestation-service,95250.0,2025-01-25,octant-golemfoundation,epoch_6,"{""application_name"": ""Ethereum Attestation Service"", ""application_url"": ""https://octant.app/project/6/0xBCA48834b3653ec795411EB0FCBE4038F8527d62"", ""token_amount"": 28.757, ""token_unit"": ""ETH""}"
ethereum-cat-herders,63680.0,2025-01-25,octant-golemfoundation,epoch_6,"{""application_name"": ""Ethereum Cat Herders"", ""application_url"": ""https://octant.app/project/6/0x8D3AcA27963D5BAD978d3e953D3F3680cEa3FAeC"", ""token_amount"": 19.225, ""token_unit"": ""ETH""}"
tor-project,60420.0,2025-01-25,octant-golemfoundation,epoch_6,"{""application_name"": ""Tor Project"", ""application_url"": ""https://octant.app/project/6/0x15c941a44a343B8c46a28F2BB9aFc7a54E255A4f"", ""token_amount"": 18.243, ""token_unit"": ""ETH""}"
fundingthecommons,52020.0,2025-01-25,octant-golemfoundation,epoch_6,"{""application_name"": ""Funding the Commons"", ""application_url"": ""https://octant.app/project/6/0x576edCed7475D8F64a5e2D5227c93Ca57d7f5d20"", ""token_amount"": 15.708, ""token_unit"": ""ETH""}"
opensource-observer,44840.0,2025-01-25,octant-golemfoundation,epoch_6,"{""application_name"": ""Open Source Observer"", ""application_url"": ""https://octant.app/project/6/0x87fEEd6162CB7dFe6B62F64366742349bF4D1B05"", ""token_amount"": 13.542, ""token_unit"": ""ETH""}"
aestus-relay,39750.0,2025-01-25,octant-golemfoundation,epoch_6,"{""application_name"": ""Aestus MEV Relay"", ""application_url"": ""https://octant.app/project/6/0xa095Ee27B11FCAac8e1be84891ab62C74F08C854"", ""token_amount"": 12.003, ""token_unit"": ""ETH""}"
pizzadao,31200.0,2025-01-25,octant-golemfoundation,epoch_6,"{""application_name"": ""PizzaDAO"", ""application_url"": ""https://octant.app/project/6/0xF41a98D4F2E52aa1ccB48F0b6539e955707b8F7a"", ""token_amount"": 9.424, ""token_unit"": ""ETH""}"
rotki,28680.0,2025-01-25,octant-golemfoundation,epoch_6,"{""application_name"": ""Rotki"", ""application_url"": ""https://octant.app/project/6/0x9531C059098e3d194fF87FebB587aB07B30B1306"", ""token_amount"": 8.663, ""token_unit"": ""ETH""}"
dappnode,25720.0,2025-01-25,octant-golemfoundation,epoch_6,"{""application_name"": ""Dappnode"", ""application_url"": ""https://octant.app/project/6/0x53390590476dC98860316e4B46Bb9842AF55efc4"", ""token_amount"": 7.764, ""token_unit"": ""ETH""}"
growthepie,16490.0,2025-01-25,octant-golemfoundation,epoch_6,"{""application_name"": ""GrowThePie"", ""application_url"": ""https://octant.app/project/6/0x9438b8B447179740cD97869997a2FCc9b4AA63a2"", ""token_amount"": 4.982, ""token_unit"": ""ETH""}"
togethercrew,15310.0,2025-01-25,octant-golemfoundation,epoch_6,"{""application_name"": ""TogetherCrew"", ""application_url"": ""https://octant.app/project/6/0xaaBC0D621F375Ec70fB0e83CdC6FE60281697854"", ""token_amount"": 4.621, ""token_unit"": ""ETH""}"
cryptosmartnow,15130.0,2025-01-25,octant-golemfoundation,epoch_6,"{""application_name"": ""B<>rder/ess Developers"", ""application_url"": ""https://octant.app/project/6/0xFC1436689F68079Fc17A931666b7947789229ed8"", ""token_amount"": 4.57, ""token_unit"": ""ETH""}"
,13330.0,2025-01-25,octant-golemfoundation,epoch_6,"{""application_name"": ""ReFiDAO"", ""application_url"": ""https://octant.app/project/6/0x7340F1a1e4e38F43d2FCC85cdb2b764de36B40c0"", ""token_amount"": 4.028, ""token_unit"": ""ETH""}"
,12820.0,2025-01-25,octant-golemfoundation,epoch_6,"{""application_name"": ""Regens Unite"", ""application_url"": ""https://octant.app/project/6/0x08e40e1C0681D072a54Fc5868752c02bb3996FFA"", ""token_amount"": 3.87, ""token_unit"": ""ETH""}"
vocdoni,11640.0,2025-01-25,octant-golemfoundation,epoch_6,"{""application_name"": ""Vocdoni"", ""application_url"": ""https://octant.app/project/6/0x74D8967e812de34702eCD3D453a44bf37440b10b"", ""token_amount"": 3.516, ""token_unit"": ""ETH""}"
,11110.0,2025-01-25,octant-golemfoundation,epoch_6,"{""application_name"": ""Alfred By Atlantis"", ""application_url"": ""https://octant.app/project/6/0x2B76AbD0889620597d6A52fccc4865d04004eAa7"", ""token_amount"": 3.357, ""token_unit"": ""ETH""}"
