to_project_name,amount,funding_date,from_funder_name,grant_pool_name,metadata
growthepie,88720.0,2025-07-24,octant-golemfoundation,epoch_8,"{""application_name"": ""growthepie"", ""application_url"": ""https://octant.app/project/8/0x9438b8B447179740cD97869997a2FCc9b4AA63a2"", ""token_amount"": 23.875, ""token_unit"": ""ETH""}"
dappnode,85020.0,2025-07-24,octant-golemfoundation,epoch_8,"{""application_name"": ""Dappnode"", ""application_url"": ""https://octant.app/project/8/0x54E38C5F55c1F7A9AfF534132544dA3e5b77cd89"", ""token_amount"": 22.868, ""token_unit"": ""ETH""}"
solidity-ethereum,83120.0,2025-07-24,octant-golemfoundation,epoch_8,"{""application_name"": ""Solidity"", ""application_url"": ""https://octant.app/project/8/0xe2F7cF9C2b12c0BfcdAB571F9E50418fC08F4AD1"", ""token_amount"": 22.364, ""token_unit"": ""ETH""}"
remix-ethereum,78080.0,2025-07-24,octant-golemfoundation,epoch_8,"{""application_name"": ""Remix Project"", ""application_url"": ""https://octant.app/project/8/0xC92eee6082EbdB804196dDD4d07F8ac20EBD3dC9"", ""token_amount"": 21.015, ""token_unit"": ""ETH""}"
protocol-guild,63960.0,2025-07-24,octant-golemfoundation,epoch_8,"{""application_name"": ""Protocol Guild"", ""application_url"": ""https://octant.app/project/8/0xdddd576bAF106bAAe54bDE40BCac602bB4a7cf79"", ""token_amount"": 17.215, ""token_unit"": ""ETH""}"
vyperlang,56780.0,2025-07-24,octant-golemfoundation,epoch_8,"{""application_name"": ""Vyper"", ""application_url"": ""https://octant.app/project/8/0x0b450A3688a55d4221329D31e2F103bCe9adAc40"", ""token_amount"": 15.278, ""token_unit"": ""ETH""}"
opensource-observer,51560.0,2025-07-24,octant-golemfoundation,epoch_8,"{""application_name"": ""Open Source Observer"", ""application_url"": ""https://octant.app/project/8/0x87fEEd6162CB7dFe6B62F64366742349bF4D1B05"", ""token_amount"": 13.88, ""token_unit"": ""ETH""}"
l2beat,43820.0,2025-07-24,octant-golemfoundation,epoch_8,"{""application_name"": ""L2BEAT"", ""application_url"": ""https://octant.app/project/8/0x41626BA92c0C2a1aD38fC83920300434082B1870"", ""token_amount"": 11.793, ""token_unit"": ""ETH""}"
buidlguidl,40860.0,2025-07-24,octant-golemfoundation,epoch_8,"{""application_name"": ""BuidlGuidl"", ""application_url"": ""https://octant.app/project/8/0x6A4E5ed62d3827128Dbd70c5bDe25C0e6c6aA537"", ""token_amount"": 10.999, ""token_unit"": ""ETH""}"
powdr-labs,40480.0,2025-07-24,octant-golemfoundation,epoch_8,"{""application_name"": ""powdr"", ""application_url"": ""https://octant.app/project/8/0x759C16C76DA0E3e2bc5420aDd6072daf6925f818"", ""token_amount"": 10.902, ""token_unit"": ""ETH""}"
ethereum-attestation-service,36620.0,2025-07-24,octant-golemfoundation,epoch_8,"{""application_name"": ""Ethereum Attestation Service (EAS)"", ""application_url"": ""https://octant.app/project/8/0xBCA48834b3653ec795411EB0FCBE4038F8527d62"", ""token_amount"": 9.86, ""token_unit"": ""ETH""}"
