to_project_name,amount,funding_date,from_funder_name,grant_pool_name,metadata
l2beat,52855.43907,2024-07-30,octant-golemfoundation,epoch_4,"{""application_name"": ""L2BEAT"", ""application_url"": ""https://octant.app/project/4/0x0cbF31Ef6545EE30f47651D1A991Bf0aeB03DF29"", ""token_amount"": 16.121, ""token_unit"": ""ETH""}"
nicenode,2252.44629,2024-07-30,octant-golemfoundation,epoch_4,"{""application_name"": ""NiceNode"", ""application_url"": ""https://octant.app/project/4/0x9cce47E9cF12C6147c9844adBB81fE85880c4df4"", ""token_amount"": 0.687, ""token_unit"": ""ETH""}"
opensource-observer,61416.04644,2024-07-30,octant-golemfoundation,epoch_4,"{""application_name"": ""Open Source Observer"", ""application_url"": ""https://octant.app/project/4/0x87fEEd6162CB7dFe6B62F64366742349bF4D1B05"", ""token_amount"": 18.732, ""token_unit"": ""ETH""}"
pairwise-general-magic,47137.43859,2024-07-30,octant-golemfoundation,epoch_4,"{""application_name"": ""Pairwise"", ""application_url"": ""https://octant.app/project/4/0xd1B8dB70Ded72dB850713b2ce7e1A4FfAfAD95d1"", ""token_amount"": 14.377, ""token_unit"": ""ETH""}"
pizzadao,16088.43369,2024-07-30,octant-golemfoundation,epoch_4,"{""application_name"": ""PizzaDAO"", ""application_url"": ""https://octant.app/project/4/0xF41a98D4F2E52aa1ccB48F0b6539e955707b8F7a"", ""token_amount"": 4.907, ""token_unit"": ""ETH""}"
protocol-guild,160022.0467,2024-07-30,octant-golemfoundation,epoch_4,"{""application_name"": ""Protocol Guild"", ""application_url"": ""https://octant.app/project/4/0x3250c2CEE20FA34D1c4F68eAA87E53512e95A62a"", ""token_amount"": 48.807, ""token_unit"": ""ETH""}"
revoke-cash,81114.2958,2024-07-30,octant-golemfoundation,epoch_4,"{""application_name"": ""Revoke.cash"", ""application_url"": ""https://octant.app/project/4/0xe126b3E5d052f1F575828f61fEBA4f4f2603652a"", ""token_amount"": 24.74, ""token_unit"": ""ETH""}"
rotki,37576.83687,2024-07-30,octant-golemfoundation,epoch_4,"{""application_name"": ""Rotki"", ""application_url"": ""https://octant.app/project/4/0x9531C059098e3d194fF87FebB587aB07B30B1306"", ""token_amount"": 11.461, ""token_unit"": ""ETH""}"
shutter-network,8790.11427,2024-07-30,octant-golemfoundation,epoch_4,"{""application_name"": ""Shielded Voting"", ""application_url"": ""https://octant.app/project/4/0xB476Ee7D610DAe7B23B671EBC7Bd6112E9772969"", ""token_amount"": 2.681, ""token_unit"": ""ETH""}"
,475.40715,2024-07-30,octant-golemfoundation,epoch_4,"{""application_name"": ""TogetherCrew"", ""application_url"": ""https://octant.app/project/4/0x6612213880f80b298aB66375789E8Ef15e98604E"", ""token_amount"": 0.145, ""token_unit"": ""ETH""}"
tor-project,148972.9288,2024-07-30,octant-golemfoundation,epoch_4,"{""application_name"": ""Tor Project"", ""application_url"": ""https://octant.app/project/4/0x15c941a44a343B8c46a28F2BB9aFc7a54E255A4f"", ""token_amount"": 45.437, ""token_unit"": ""ETH""}"
blockful-io,1504.90953,2024-07-30,octant-golemfoundation,epoch_4,"{""application_name"": ""Trustful"", ""application_url"": ""https://octant.app/project/4/0xf7253A0E87E39d2cD6365919D4a3D56D431D0041"", ""token_amount"": 0.459, ""token_unit"": ""ETH""}"
vyperlang,4177.02558,2024-07-30,octant-golemfoundation,epoch_4,"{""application_name"": ""Vyper"", ""application_url"": ""https://octant.app/project/4/0x0c9dc7622aE5f56491aB4cCe060d6002450B79D2"", ""token_amount"": 1.274, ""token_unit"": ""ETH""}"
web3,31616.21481,2024-07-30,octant-golemfoundation,epoch_4,"{""application_name"": ""Web3.js"", ""application_url"": ""https://octant.app/project/4/0x4C6fd545fc18C6538eC304Ae549717CA58f0D6eb"", ""token_amount"": 9.643, ""token_unit"": ""ETH""}"
web3py-ethereum,68071.74654,2024-07-30,octant-golemfoundation,epoch_4,"{""application_name"": ""Web3.py"", ""application_url"": ""https://octant.app/project/4/0x5597cD8d55D2Db56b10FF4F8fe69C8922BF6C537"", ""token_amount"": 20.762, ""token_unit"": ""ETH""}"
