to_project_name,amount,funding_date,from_funder_name,grant_pool_name,metadata
banklessdao,8.4,2023-10-19,octant-golemfoundation,epoch_1,"{""application_name"": ""Bankless DAO"", ""application_url"": ""https://octant.app/project/1/0xCf3efCE169acEC1B281C05E863F78acCF62BD944"", ""token_amount"": 0.0042, ""token_unit"": ""ETH""}"
brightid,13044.2,2023-10-19,octant-golemfoundation,epoch_1,"{""application_name"": ""BrightID"", ""application_url"": ""https://octant.app/project/1/0x78e084445C3F1006617e1f36794dd2261ecE4AE3"", ""token_amount"": 6.5221, ""token_unit"": ""ETH""}"
clrfund,12923.6,2023-10-19,octant-golemfoundation,epoch_1,"{""application_name"": ""Clr.fund"", ""application_url"": ""https://octant.app/project/1/0xAb6D6a37c5110d1377832c451C33e4fA16A9BA05"", ""token_amount"": 6.4618, ""token_unit"": ""ETH""}"
dao-drops-dorgtech,14886.0,2023-10-19,octant-golemfoundation,epoch_1,"{""application_name"": ""DAO Drops"", ""application_url"": ""https://octant.app/project/1/0x1c01595f9534E33d411035AE99a4317faeC4f6Fe"", ""token_amount"": 7.443, ""token_unit"": ""ETH""}"
drips-network,26574.0,2023-10-19,octant-golemfoundation,epoch_1,"{""application_name"": ""drips-network"", ""application_url"": ""https://octant.app/project/1/0xcC7d34C76A9d08aa0109F7Bae35f29C1CE35355A"", ""token_amount"": 13.287, ""token_unit"": ""ETH""}"
ethereum-cat-herders,16081.800000000001,2023-10-19,octant-golemfoundation,epoch_1,"{""application_name"": ""Ethereum Cat Herders"", ""application_url"": ""https://octant.app/project/1/0x02Cb3C150BEdca124d0aE8CcCb72fefbe705c953"", ""token_amount"": 8.0409, ""token_unit"": ""ETH""}"
ethstaker,13645.2,2023-10-19,octant-golemfoundation,epoch_1,"{""application_name"": ""EthStaker"", ""application_url"": ""https://octant.app/project/1/0xD165df4296C85e780509fa1eace0150d945d49Fd"", ""token_amount"": 6.8226, ""token_unit"": ""ETH""}"
gitcoin,16354.199999999999,2023-10-19,octant-golemfoundation,epoch_1,"{""application_name"": ""Gitcoin"", ""application_url"": ""https://octant.app/project/1/0xde21F729137C5Af1b01d73aF1dC21eFfa2B8a0d6"", ""token_amount"": 8.1771, ""token_unit"": ""ETH""}"
givepraise,11933.0,2023-10-19,octant-golemfoundation,epoch_1,"{""application_name"": ""Praise"", ""application_url"": ""https://octant.app/project/1/0x0B7246eF74Ca7b37Fdc3D15be4f0b49876622F95"", ""token_amount"": 5.9665, ""token_unit"": ""ETH""}"
giveth,27661.4,2023-10-19,octant-golemfoundation,epoch_1,"{""application_name"": ""Giveth"", ""application_url"": ""https://octant.app/project/1/0x6e8873085530406995170Da467010565968C7C62"", ""token_amount"": 13.8307, ""token_unit"": ""ETH""}"
glo-foundation,11531.0,2023-10-19,octant-golemfoundation,epoch_1,"{""application_name"": ""Glo Dollar"", ""application_url"": ""https://octant.app/project/1/0x8c89a6bf53cCF63e7B4465Cc1b1330723B4BdcB7"", ""token_amount"": 5.7655, ""token_unit"": ""ETH""}"
