to_project_name,amount,funding_date,from_funder_name,grant_pool_name,metadata
gooddollar,23.8,2023-10-19,octant-golemfoundation,epoch_1,"{""application_name"": ""Good Dollar "", ""application_url"": ""https://octant.app/project/1/0xF0652a820dd39EC956659E0018Da022132f2f40a"", ""token_amount"": 0.0119, ""token_unit"": ""ETH""}"
commonsbuild,9.0,2023-10-19,octant-golemfoundation,epoch_1,"{""application_name"": ""Gravity DAO"", ""application_url"": ""https://octant.app/project/1/0xfFbD35255008F86322051F2313D4b343540e0e00"", ""token_amount"": 0.0045, ""token_unit"": ""ETH""}"
hausdao,12700.4,2023-10-19,octant-golemfoundation,epoch_1,"{""application_name"": ""PublicHAUS"", ""application_url"": ""https://octant.app/project/1/0x4A9a27d614a74Ee5524909cA27bdBcBB7eD3b315"", ""token_amount"": 6.3502, ""token_unit"": ""ETH""}"
hypercerts,55440.0,2023-10-19,octant-golemfoundation,epoch_1,"{""application_name"": ""Hypercerts"", ""application_url"": ""https://octant.app/project/1/0x2DCDF80f439843D7E0aD1fEF9E7a439B7917eAc9"", ""token_amount"": 27.72, ""token_unit"": ""ETH""}"
kernel-community,13822.0,2023-10-19,octant-golemfoundation,epoch_1,"{""application_name"": ""Kernel"", ""application_url"": ""https://octant.app/project/1/0x7DAC9Fc15C1Db4379D75A6E3f330aE849dFfcE18"", ""token_amount"": 6.911, ""token_unit"": ""ETH""}"
metagame-metafam,12719.8,2023-10-19,octant-golemfoundation,epoch_1,"{""application_name"": ""MetaGame"", ""application_url"": ""https://octant.app/project/1/0x3455FbB4D34C6b47999B66c83aA7BD8FDDade638"", ""token_amount"": 6.3599, ""token_unit"": ""ETH""}"
onion-dao,20799.2,2023-10-19,octant-golemfoundation,epoch_1,"{""application_name"": ""OnionDAO"", ""application_url"": ""https://octant.app/project/1/0x20a1B17087482de88Fac6D7B5aE23A7175fd1395"", ""token_amount"": 10.3996, ""token_unit"": ""ETH""}"
pairwise-general-magic,12104.6,2023-10-19,octant-golemfoundation,epoch_1,"{""application_name"": ""Pairwise"", ""application_url"": ""https://octant.app/project/Epoch1/0xd1B8dB70Ded72dB850713b2ce7e1A4FfAfAD95d1"", ""token_amount"": 6.0523, ""token_unit"": ""ETH""}"
protocol-guild,87038.4,2023-10-19,octant-golemfoundation,epoch_1,"{""application_name"": ""Protocol Guild"", ""application_url"": ""https://octant.app/project/1/0xF6CBDd6Ea6EC3C4359e33de0Ac823701Cc56C6c4"", ""token_amount"": 43.5192, ""token_unit"": ""ETH""}"
radardao-xyz,3.6,2023-10-19,octant-golemfoundation,epoch_1,"{""application_name"": ""RADAR Launch"", ""application_url"": ""https://octant.app/project/1/0x149D46eC060e75AE188876AdB6b24024637003C7"", ""token_amount"": 0.0018, ""token_unit"": ""ETH""}"
rotki,67832.8,2023-10-19,octant-golemfoundation,epoch_1,"{""application_name"": ""Rotki"", ""application_url"": ""https://octant.app/project/1/0x9531C059098e3d194fF87FebB587aB07B30B1306"", ""token_amount"": 33.9164, ""token_unit"": ""ETH""}"
tor-project,52386.4,2023-10-19,octant-golemfoundation,epoch_1,"{""application_name"": ""Tor Project"", ""application_url"": ""https://octant.app/project/1/0x15c941a44a343B8c46a28F2BB9aFc7a54E255A4f"", ""token_amount"": 26.1932, ""token_unit"": ""ETH""}"
unitapapp,17.4,2023-10-19,octant-golemfoundation,epoch_1,"{""application_name"": ""Unitap"", ""application_url"": ""https://octant.app/project/1/0x4ADc8CC149A03F44386Bee80bab36F9e8022b195"", ""token_amount"": 0.0087, ""token_unit"": ""ETH""}"
