,project,link,amount,tags,dune_namespace,oso_name
1167,Guild.xyz,https://retrolist.app/project/0x3d009f8f7c1e8a3bcbc81ca8ed60d2e86b956dd0fa68c4595f851be37052a2b5,24870.584675703136,RetroFunding4,,guildxyz
1168,Router Protocol,https://retrolist.app/project/0x4d71401a0dbd9b3dd890fbc70baaf872d16db80af149e20f7ef1805fc94f6df6,23502.17908744781,RetroFunding4,,router-protocol
1169,MiniBridge,https://retrolist.app/project/0x15b210abdc6acfd99e60255792b2b78714f4e8c92c4c5e91b898d48d046212a4,23354.901798909257,RetroFunding4,,defieye
1170,Splits,https://retrolist.app/project/0xb6266f3d955040aa7583f2f346db87abe0649f545389af3cc8fe302aacfc850b,23349.664400502443,RetroFunding4,,0x-splits
1171,Hypersub,https://retrolist.app/project/0x6435c8574014275b1d554a3ab9dd85f775fa3563258ce855d6aeb07e7918f6e5,22893.059829823756,RetroFunding4,,withfabricxyz
1172,Speedtracer,https://retrolist.app/project/0xf1d424db61a36ef7e1bef62f6c62f00b2e5ff74ce12c9ca3d11d3dc39e7f14ea,20724.52555404012,RetroFunding4,,sbauch-speedtracer
1173,Omni X,https://retrolist.app/project/0x6a39702efd7d2658c0b26f05397ea9802317e40404e9c5f3f37ceb9b3dfc71b9,20579.777761520232,RetroFunding4,,omni-x-nft
1174,BMX by Morphex,https://retrolist.app/project/0xe5c133e05956a3939b9a78f4ad5d0a897a027da60a7d5e1b6276a2266211f69f,19870.82156238654,RetroFunding4,,morphex-labs
1175,🏰 BuidlGuidl,https://retrolist.app/project/0x79196c0af1a1f78fe5a009a4753c46d2271b17fc2836e1f6635822f8f4cb3b61,18631.4818567442,RetroFunding4,,buidlguidl
1176,sudoswap,https://retrolist.app/project/0x73899e48df9f895ffbffc36d53ce970c1454c8eeb0700ed20f303bf936b6a0f5,18408.538534763797,RetroFunding4,,sudoswap
1177,DackieSwap,https://retrolist.app/project/0x18e7582de42dd9a7fd2cb69fb6566b8bcb3e86b936b229b0c5af78fa1de791a4,18250.98713208036,RetroFunding4,,dackieswap
1178,Loot2,https://retrolist.app/project/0x7fd77f963d3383d7aa4dd67652c6554ce6f0661aad01afdbeaef33c3e5957a69,18164.272246434284,RetroFunding4,,mcgingras-loot2
1179,Guac (Farcaster),https://retrolist.app/project/0x07bbe4af3099fbf9f18fb4ac7078ee836c5d0d3cc2c29f192dd366455671e2a5,18101.698332393447,RetroFunding4,,guacbase-dailofrog
1180,Slice,https://retrolist.app/project/0x79159d9bd4981ce68651fb4d585fd5827215309e503f46209adb0ec438f71b30,17877.465948609533,RetroFunding4,,slice-so
1181,Let's Get HAI,https://retrolist.app/project/0x447b6819a0fa334f2429f86c022cf75ef3cad7e6e96078cb361ab961514b5125,17550.624631944032,RetroFunding4,,hai-on-op
1182,PoolTogether,https://retrolist.app/project/0x45064f78302aeee0d4ea3667a39d3cffa25157b131aba8b1c0d9cfb7c085f87d,17490.474685008692,RetroFunding4,,pool-together
1183,Lido Finance,https://retrolist.app/project/0x7747e26c3538f93bc67d9e13f343464996624e96fe549e3be484e848a1f61732,16873.728958876844,RetroFunding4,,lido
1184,Equalizer,https://retrolist.app/project/0x3065db37b2feaa39fe11e313726e38fc14f461c174629174e2f434f2cfc938f9,15736.649285707015,RetroFunding4,,ftm1337-equalizer
1185,EthXY,https://retrolist.app/project/0x030d3b4efdbeb15c8c70bbb4c4fe194c1893ef126148146235412a5d1eed3b97,15224.275663074244,RetroFunding4,,z80dev-ethxy_poker
1186,Omnisea,https://retrolist.app/project/0x4373578c03f67b70d7f3e49681e901e66dc705efa292343c2370569cbb3245c5,14418.939421936346,RetroFunding4,,omnisea
1187,Coordinape,https://retrolist.app/project/0x8809b8e6597cfc24a10313db53a1e7b102790160cb803bc47e07848b14fd0b5e,14254.189143137171,RetroFunding4,,coordinape
1188,Polynomial Trade,https://retrolist.app/project/0x3e2458fd10201c3e66960a93e2a94e95861450bd29d040f6a077581fce165e29,13996.47680113914,RetroFunding4,,polynomial-protocol
1189,TITLES,https://retrolist.app/project/0x8b480f19bf914a4f811346b85a9410af55aa52622b745cbc46d4507c28838821,13867.80553057911,RetroFunding4,,titlesnyc
1190,Pika Protocol,https://retrolist.app/project/0xc30088981419c79a913acb4d63a47fa6813a00d7419cdcfefde4a0f89b24b864,13662.707302812729,RetroFunding4,,pika-protocol
1191,BSX,https://retrolist.app/project/0xc938557155993da8f33857e52d7deb04421d1bb341fc24216563aae64fe32d36,13521.810778988429,RetroFunding4,,bsx-exchange
1192,Linkdrop,https://retrolist.app/project/0xd765664dd27255f1ba341fbb3375439a57fb6a92313df2f7af7856233f415ed7,12889.832443615558,RetroFunding4,,linkdrophq
1193,ModeChat.xyz | Onchain Social on Mode,https://retrolist.app/project/0x83dcff4c909bbcc0a141c180a7a282180e14dbc11f3de8d288932a6b017cb86a,12790.315865033072,RetroFunding4,,punk-domains
1194,doginme memecoin,https://retrolist.app/project/0xeecfa614f020c2ea4c2eb431246befedf35ddc6c52cfaa83d0c4caf2f580f9f4,12759.198093812707,RetroFunding4,,doginme
1195,Keng Lernitas,https://retrolist.app/project/0x62043b7744f559522f071821d2a062e2135c21a7759c685cf72ad03f9774b123,11791.606840455755,RetroFunding4,,kenglernitas
1196,Biconomy,https://retrolist.app/project/0x220685a4514003f22cbf18a7ddd9c09f88c2383daed6cbfa3437b22a51c07c26,11193.538392137663,RetroFunding4,,biconomy
1197,tanX - The World's Leading Institutional DEX,https://retrolist.app/project/0xa8213245a57be579692ead3a2381364f5942a68afd17b41a3ec1079e50af1a26,11014.3842100975,RetroFunding4,,brine-finance
1198,NiftyKit,https://retrolist.app/project/0x3890b8264147dbeaaefc6ba0eb6df0fca5fb7ebe508fa1ed87065c58387ead92,10976.939881250451,RetroFunding4,,nifty-kit
1199,Zerius,https://retrolist.app/project/0x6dde8a1ab47a68ec31d112a28ed9777d5d753b3aee17ea2452bc7d787f944974,10797.757161205092,RetroFunding4,,zerius-io
1200,dHEDGE,https://retrolist.app/project/0x0c327d5f07a0abc24d646de807a9768619a34ba5277b24fc935b1edf57fa6244,10456.180853357684,RetroFunding4,,d-hedge
1201,Get Mint,https://retrolist.app/project/0xdc8c675a16e135a3518852b240cde44e9105622473623bf86725a9abb8d18847,10216.663984080633,RetroFunding4,,getmint-io
1202,Morkie,https://retrolist.app/project/0x2a2d2dbfa03619094fbeb6474776f2f3b5f6be443c8576abc6f3caa2c18dc45e,9635.351292224415,RetroFunding4,,morkiexyz
1203,Metronome,https://retrolist.app/project/0x6c4b5386ddf396c088d3a96a65fb8a928a2a9edeb6eeb46ec6179acb5eaa23fe,9590.15157535386,RetroFunding4,,metronome-autonomoussoftware
1204,DefiLlama,https://retrolist.app/project/0xae07bfec2c3c90937679f8c8c5c32e80407c09903aa03d1b5e5a075e67592b86,9255.960556988335,RetroFunding4,,defi-llama
1205,Opti.Domains,https://retrolist.app/project/0x66cce776ce6eaa99192120fc25b91ecc7b98e03210a08f0d3bfda82f542d3e1a,9070.14112315007,RetroFunding4,,opti-domains
1206,Exactly Protocol,https://retrolist.app/project/0x89216c66f45f82595fddb810c78df46fcee9be72181e9c92b26b0ce31bd6f413,8700.74392889732,RetroFunding4,,exactly
1207,Virtuals Protocol,https://retrolist.app/project/0x780cf3d5aa4e3c94b8a4157f4b06a3f92ebcc20813585e20e3fe0271bf76b7a9,8506.512402682221,RetroFunding4,,virtual-protocol
1208,Revert,https://retrolist.app/project/0x8016ec0d5302d0347a567897083883e11e112d7ed17319f88682213470a3ac49,8448.16928565582,RetroFunding4,,revert-finance
1209,Aura Finance,https://retrolist.app/project/0x32a687fa8ed3dc2679b9be5653dc7b0765a5099064501ad183d2d8a1509f4871,8408.591722500945,RetroFunding4,,aura
1210,TLX,https://retrolist.app/project/0x6bd6aba90e1e5cb41236bc52a96f5ce65686568ff95fe535c865658c73947198,8250.251887699149,RetroFunding4,,tlx-protocol
1211,PRINT3R,https://retrolist.app/project/0x351158069e6f06eb4a2fa36878e653ecee7089db3ed4a1e2af1d0fdeb6670e6a,8219.260906557309,RetroFunding4,,print3rxyz
1212,Circle.tech,https://retrolist.app/project/0x46ca6c364e7a7bc7dd79db1f22a66b305a77f8c912636b00a4b9a6b28c423e8f,7983.332634497421,RetroFunding4,,0xkawz-circle-tech
1213,Pheasant Network,https://retrolist.app/project/0x2d5167181143298e3d002d318d8b1d2917b8c3205a5634549c95cab0ff32cbdf,7486.263762249247,RetroFunding4,,pheasant-network
1214,Noggles ($NOGS),https://retrolist.app/project/0xc8aefb795901b721da74124680a1ab4021a8753f474daaf351667c974d8bc72d,7402.514835149936,RetroFunding4,,nnsprotocol
1215,Blob Farm,https://retrolist.app/project/0xdfad16356f7cf4f0550787eae192ef0d7a8bde878b765e8fa302dc7e20ff360c,7234.824545615941,RetroFunding4,,elonsdev-blob-farm
1216,👑 King of the Degens 🎩 - Farcaster Frame Game,https://retrolist.app/project/0xded5569a48e46a8b71d2b347d90b0319a7dc8f2f599fcf902afb032877b5561e,7058.167945883828,RetroFunding4,,corbinpage-king-of-the-degens
1217,Velocimeter/Graphene,https://retrolist.app/project/0xe8e098fcf95bef2c282b75014bf8ea46231896a4ba19fc17be3bc186d43dbb07,6932.080405464446,RetroFunding4,,velocimeter
1218,Streameth,https://retrolist.app/project/0x848488156d9bfc5356583da57253193a258acebcdbc3ba2a10dc8ef81bd815fe,6742.818702192854,RetroFunding4,,streamethorg
1219,Nogem,https://retrolist.app/project/0x91b002c41ae45979dda4d66becc0d83fe92a20af00b59c1c5ab443492b896a0b,6739.557300453772,RetroFunding4,,nogem-app
1220,Harvest Finance,https://retrolist.app/project/0x41cf185bd4ee6592c65edcb7360e2e56e069fe50ea4adeb7aaee243f7a515c92,6684.710475042597,RetroFunding4,,harvestfi
1221,Onchain Blobs - Randomly generated onchain blobs minted via a Farcaster frame,https://retrolist.app/project/0x3ea87586a0d82cb8824a045fdd1a95b0397a02a7534dab5e4b3538afe43ddf39,6614.495064173459,RetroFunding4,,blobs-live-apexethdev
1222,3DNS,https://retrolist.app/project/0x08d4923c8047ec8856f54a1d6e0763d41eaced38e621b2f15284437918defe1f,6338.476580454015,RetroFunding4,,3dns-xyz
1223,MYSTCL ($MYST),https://retrolist.app/project/0x640b373ea180a464679db947b03f611766e2fb911206470e3e041ad34c1ad7c2,6301.029080256819,RetroFunding4,,mystcl
1224,Slugs,https://retrolist.app/project/0xc9976099df2ee3d1b71e966f8e80ef907846f36152f2e5957fb31890f18cf76f,6245.594764339793,RetroFunding4,,slugs-protocol-bernatfp
1225,DackieNFT,https://retrolist.app/project/0x44ca2c89a912ec7e3f2a38aaecde63044fcaa3024839eb628081a3bcba9c0490,6208.39051561666,RetroFunding4,,dackienft-contracts-dackieswap
1226,OmniHub,https://retrolist.app/project/0xd7a8e115b2b3772d7d5656d7798e349dcdedf2463302c78528c9e9686ab4efe3,6092.968199230576,RetroFunding4,,omnihub-xyz
1227,Unlonely,https://retrolist.app/project/0x27eb7d5d11ce5a3cca4358a8a6b2ea65fdac15655fb1d29d2d47908999586ad2,5914.56223712966,RetroFunding4,,bguan2020-unlonely
1228,Arcadia Finance,https://retrolist.app/project/0xdd35cc4641c3c35bee5782fc0442b2a1b88a058ec0a7b90ba32c70347e4e9194,5743.770851295673,RetroFunding4,,arcadia-finance
1229,Vesper Finance,https://retrolist.app/project/0xfa434705204825a48e5f4a8dd34e548cc54988c592c2aaae54faf8da0a139ffd,5121.410636560761,RetroFunding4,,vesper
1230,OptiChads NFT Community,https://retrolist.app/project/0xad43dc524ae73ce9398d0378c5ba9fa53c3394ac9e90f7b60df7b4a7d028f476,5080.689815553277,RetroFunding4,,distractionboy-optichads
1231,Whale,https://retrolist.app/project/0x9ee9c906642c79f905691d25a3bac3627b2f709e8bc20883afda1c4f2b76ef7e,5010.013991191615,RetroFunding4,,zwergdev-whale-bridge
1232,QiDao - Mai.Finance,https://retrolist.app/project/0x797dbac78f23a0c01378b0803063fe70618e7744ca516e5aef1e7ee244fded51,4952.313483018354,RetroFunding4,,qidao-mai-finance
1233,Copin.io,https://retrolist.app/project/0x8fa98773f72474172c2fe75fb7ad3ae2274edd1bc1635b77dd175259dbfde5bd,4940.465943753381,RetroFunding4,,copin-protocol
1234,Pixotchi,https://retrolist.app/project/0x43c0bbbedc1c04715c3fb34b9387a0779a0d43092c716c29949e7099429eccdb,4861.23705060602,RetroFunding4,,pixotchi
1235,Infusion,https://retrolist.app/project/0xf234dd929b802645332b513bc9ecc47d83ea513fff791f3a9c6788bbd8229db0,4834.917351445381,RetroFunding4,,infusion-finance
1236,Kiwi News,https://retrolist.app/project/0x5b054742b09f8ce4092a15700ef9781520a6ff2928ba5ee09c78ad4dd8817b85,4805.184612502638,RetroFunding4,,kiwi-news-attestate
1237,Clipper DEX,https://retrolist.app/project/0x702aae08d1f82c410a51fe243bd662d5639543c4706deb3dd2932e5909552afc,4673.7663551437845,RetroFunding4,,shipyard-software
1238,The Open X Project,https://retrolist.app/project/0xc935089f9c7b01bef6ca8deade91e04ffa79f7e6fbe7141d4c30c3a76a855e5d,4530.86040069359,RetroFunding4,,theopenxproject
1239,Crowdmuse,https://retrolist.app/project/0x46b434953909491a2555ccb9cdaee3417765721a33a302a470b25aa6926cae61,4416.948945904595,RetroFunding4,,crowdmuse
1240,Receipts,https://retrolist.app/project/0x78aa10e4a035b703753c0b399a608d22520a932ae7b7554f6ed148928a0a016a,4416.599722941501,RetroFunding4,,stephharris-receipts
1241,Whimsical Euphoria: A White Inflatable Sheep,https://retrolist.app/project/0x79611ec31e5cee4ed9ca01aa92bb709c045ff0e0bc59ad1c03ca1df50fcb5880,4307.935068407633,RetroFunding4,,sheep-nft-oktomaschine
1242,Giveth,https://retrolist.app/project/0xe434930e189c807b137ff0d8e2fa6a95eaa57dde574143a02ca0d7fb31a40bea,4295.408873678222,RetroFunding4,,giveth
1243,RMRK,https://retrolist.app/project/0x2b6c413a5b076f917ada28ac44b0995daee75f06678705d1eb75ff5da38bdd3b,4112.061400389424,RetroFunding4,,rmrk-team
1244,Hats Protocol,https://retrolist.app/project/0x8967594d2978692a35fea137ba640bb42f11cad907ca6b0bd01f3718fc4c7f5b,4090.2357549854855,RetroFunding4,,hats-protocol
1245,Portals,https://retrolist.app/project/0xc13c7f458b87400b3d435c48c9536276073ba4c2038bac2af8d9c40a6a9dcd14,3860.8402716968462,RetroFunding4,,portals-fi
1246,Umbra,https://retrolist.app/project/0x6c7990e08e4fbbb37b7df628116d66e53a14dcc3328bbf124be3245bca366068,3850.8119299624937,RetroFunding4,,umbra-scopelift
1247,Basic Dog Meme,https://retrolist.app/project/0xbdca9dd029e6fcfbe269429f1db7a0e7f73334e253995f68146fc88fc17cdb3f,3672.433669985523,RetroFunding4,,figs999-basic-dog-meme
1248,Idle,https://retrolist.app/project/0x4feb65733264313314056d99958c55902bd2e77139123e73090f46249603ae18,3559.5482180825416,RetroFunding4,,idle-finance
1249,Your Brians,https://retrolist.app/project/0xe85701181a20c498c1521e35d203247a7ed0a54e496d52119eccc2e28e8cf078,3520.96931481638,RetroFunding4,,hoanhan101-your-brians
1250,Scry Protocol,https://retrolist.app/project/0x278442aa60cfdfad09d58112baecb05486dde654b47db21fb3d2274a2639bd47,3493.8452192136992,RetroFunding4,,scryprotocol
1251,PAWS Wildlife Room Onchain Vote in a Frame,https://retrolist.app/project/0xa20b4eaab24516b287792b0d45c2cb890561f2db5910a6b9a2507bb4c8d84455,3403.782185137597,RetroFunding4,,paws-vote-mykcryptodev
1252,Bodhi,https://retrolist.app/project/0xe173916be16955177d6b6380f50cc2e943e906c3e337736b361b5dbe477e7685,3399.6170941083083,RetroFunding4,,bodhi-levi0214
1253,HOMES,https://retrolist.app/project/0x4bb52210fd390559dc9757138ea8ce189d7bd73f15314209775a9c6fecb969fa,3334.9024254367764,RetroFunding4,,kingsimpa69-homes
1254,zkBob smart contract privacy wallet,https://retrolist.app/project/0x61d2e05f988e678b240a7f00c5f722a5a69f06f085f4ff33199e835a46949469,3206.529228322438,RetroFunding4,,zkbob
1255,Union,https://retrolist.app/project/0x59a9c9e954400f540020b2c61bbdac4d4bf1582c902fe7d49fa9fc0907ee3f4a,3183.496949424241,RetroFunding4,,unioncredit
1256,Gangster Arena,https://retrolist.app/project/0x87d49ebca1bda6345aada7953ff55aa18acd69bf97caecdcedfac93b506ef0d6,3153.5487684768227,RetroFunding4,,wearedayone-casino-tycoon
1257,Wombat Exchange,https://retrolist.app/project/0x1d585df770de05257717b33075f6d32e79fb60ec507cff35e51a0e478a4a54a0,3073.354863800289,RetroFunding4,,wombat-exchange
1258,Base on Rarible,https://retrolist.app/project/0x7a13acc03022c7f42347006fd95d2aeeadd0a0e7411ae6405c645814814fd093,3021.1855685565974,RetroFunding4,,rarible
1259,Drakula.app,https://retrolist.app/project/0x54ff216c822bda60476028563e056b6aa5d48aeffa73173267cb988a340c5332,2982.563990029215,RetroFunding4,,showtime-xyz
1260,Daimo,https://retrolist.app/project/0x31ad5901da0dd56bc4e1649645365b03443ac0712c72431bf6132b121b8b96eb,2807.951307818345,RetroFunding4,,daimo-eth
1261,Ethos Reserve,https://retrolist.app/project/0x753735dcf81ae3bd485765a433f7d9fd93f704bc8713d873b4cacfbbec060c0d,2805.2677541452927,RetroFunding4,,byte-masons-ethos-reserve
1262,Mintify,https://retrolist.app/project/0xb41e32621e56fbe7d89052f3c852ff70c6bfe21ba5a91910ef2fd548eb6e4e8a,2683.2588296475656,RetroFunding4,,mintify-inc
1263,UNCX Network,https://retrolist.app/project/0x396426679c3986320a3aa0c23b69857c06cb41ff0c92ac81aaa0332e5200ec9c,2416.457769632732,RetroFunding4,,uncx-network
1264,Mochimons,https://retrolist.app/project/0xaec46d1927be76868345f3c076c66b9991d6e2cb1f0589dabd768cf14638b34e,2407.9230635013823,RetroFunding4,,mochimons-mochimonsdev
1265,Liquidify,https://retrolist.app/project/0xb0c8fe8e359a91bc2fa4b7498e2c7f6a50f730ee1dc821bee016a4b7feb7639e,2337.78202471888,RetroFunding4,,ashwwwin-liquidify
1266,Alchemix,https://retrolist.app/project/0x12d482385e2c26d37da1f30c513d66c1fa39e9ed4980a49a51b23caa7b2ce0bc,2337.234684564306,RetroFunding4,,alchemix
1267,ORA Onchain AI Oracle on Optimism,https://retrolist.app/project/0x87c29aa0ad226c7f20cf3f37842ced2a795ad38a03a18f0829d1c09dbc77f51a,2297.8765175016197,RetroFunding4,,ora-io
1268,Summer.fi,https://retrolist.app/project/0xf9a4e3b240bf6d40ee533e5ed63a8288b1a739ee382b1f23ccc5229b7bc8a498,2239.220683905038,RetroFunding4,,summer-fi
1269,Astaria,https://retrolist.app/project/0xda73a17b6b38aafcdcd684f5e10dbb5aad0b114ced4bf87c91afadf362df17f3,2238.7752573166745,RetroFunding4,,astariaxyz
1270,Based Onchain Dinos,https://retrolist.app/project/0xb9b7f1175044c211555b5589ee389263d2e455f99c1505e6b121cf6e3f5caaff,2178.3813486388062,RetroFunding4,,dino_contracts-apexethdev
1271,Trash NFTs,https://retrolist.app/project/0x935315db8c17993464cfb28337442ad60c6cd434305130a1d5d898e92d6d8123,2010.595316055171,RetroFunding4,,trashnfts
1272,Crypto Composite,https://retrolist.app/project/0x6b8cc2b8d8f7a051927d058af2e742fb940a248c4de357e2a7a6b58f01831d44,1826.795659936305,RetroFunding4,,michaelcohen716-crypto-composite
1273,builder.fi,https://retrolist.app/project/0x7d7720ffd4c1ba8e67473a24a14ab4fab47486102436e14edf63ed2070669d49,1776.9142261745817,RetroFunding4,,buidlerfi-talentprotocol
1274,Tokepad,https://retrolist.app/project/0x0d1810bae195eec71762b45236d0b9fd0a37c3089f7c466453b86e961326f8a7,1700.7210800414432,RetroFunding4,,tokepad-smolstudios
1275,ZKP2P,https://retrolist.app/project/0x941cd8e246098a5392e47379f6353f6e37c769b022546b640aa5c6c78f91119e,1619.811673965197,RetroFunding4,,zkp2p
1276,Aragon,https://retrolist.app/project/0xa08c7ab7824d147d6cb87ffb4e86cec454a030d48b8c395bad6d64456be3d911,1560.7308604486248,RetroFunding4,,aragon
1277,Unitap,https://retrolist.app/project/0x2e7c3fcaca4cfa15199cba38b7f5ee0e18377e069dc8237d03fa7620d44d3cd3,1540.7251430153942,RetroFunding4,,unitapapp
1278,/send,https://retrolist.app/project/0x5614d129eba060ce7d224e8e8f9f29aeddfdb572b0dd45edc81f18f5307bc01a,1392.846753881723,RetroFunding4,,0xsend
1279,PiraNFT,https://retrolist.app/project/0x28e90d2194452d0b959d1729eb5bc9183681bd891efb59aea2383b0ac7fd53f7,1386.9125338184108,RetroFunding4,,duonghb53-piraswap
1280,IntentX,https://retrolist.app/project/0x2ddf5b9dc64f873d6557b4f63de936cf278f8851deda857244a1be44d1a1e950,1262.0385237587143,RetroFunding4,,symm-io
1281,Egg Wars: A Game on Base,https://retrolist.app/project/0xa4d3729a488eeabcc3a59de70b760391db50e9bf488d5942e704089c58825c24,1245.4963107482822,RetroFunding4,,egg-wars
1282,BaseDoge,https://retrolist.app/project/0x69e36f30f2a21afb2eb61156ca00f303434ba8868315abec3eb8780b812fe976,1165.6902952433272,RetroFunding4,,moneymandoug-base-doge
1283,Cygnus Finance,https://retrolist.app/project/0x3f11bc2231f22056737d8bc5338c06bbb1637de54c71a65eed9d6500a8fbd1bc,1144.995018813902,RetroFunding4,,arks-labs
1284,Pyth Network,https://retrolist.app/project/0x892cf9449b4046f9b68efe6ffccfcd8df1322b1a9ffc65a2bbfe1207c4ceba8d,1095.7547083866668,RetroFunding4,,pyth-network
1285,Oku Trade,https://retrolist.app/project/0xb926ab918147d2264dba94a429eb07986aa533fd6062a78736d3eda4e0b4a69b,0.0,RetroFunding4,,gfx-labs
1286,Sablier,https://retrolist.app/project/0x7262ed9c020b3b41ac7ba405aab4ff37575f8b6f975ebed2e65554a08419f8f4,0.0,RetroFunding4,,sablier
1287,CreateMyToken,https://retrolist.app/project/0xdf3eb6b429b2150c71241de0c591b18c98a3528ad0e8d838d069b6fff291d803,0.0,RetroFunding4,,createmytoken
1288,INT,https://retrolist.app/project/0x3db32e85563bfe1014acc9da5b0d3ff6b802e8205cfce45dd7157c901ece5f36,0.0,RetroFunding4,,devtrou-int
1289,Poster,https://retrolist.app/project/0x8a0f263d8dca18ceca0615836a5401c9dd31c7141ee439cd7020b4907e0b6c2e,0.0,RetroFunding4,,lenspost-labs
1290,Glo Dollar,https://retrolist.app/project/0xe13ef8130233ba5feca029110f3abf30cb33f7efe2d915ba7e536200b67fe0bf,0.0,RetroFunding4,,glo-foundation
1291,Preon Finance,https://retrolist.app/project/0xd2c16680d3c90d9a121723d437ee7aaf7a13ec5e0c72a0ab032fc1ee8b928105,0.0,RetroFunding4,,preonmoney
1292,Ambire,https://retrolist.app/project/0xb908ea18fd164cf089649ba95887c221f5e8b93a08235dff43e33bd6617239dc,0.0,RetroFunding4,,ambiretech
1293,Fractal Visions,https://retrolist.app/project/0x808b31862cec6dccf3894bb0e76ce4ca298e4c2820e2ccbf4816da740463b220,0.0,RetroFunding4,,fractal-visions
1294,LlamaPay,https://retrolist.app/project/0x93decae913f62c0a86519d0b0798e4a10c46c541bfc14dcff0193d6b026e9532,0.0,RetroFunding4,,llamapay
1295,Archly,https://retrolist.app/project/0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,0.0,RetroFunding4,,archlyfi
