address,choice.1,choice.2,choice.3,choice.4,choice.5,choice.6,choice.7,choice.8,choice.9,choice.10,choice.11,choice.12,choice.13,choice.14,choice.15,choice.16,choice.17,choice.18,choice.19,choice.20,choice.21,choice.22,choice.23,choice.24,choice.25,voting_power,timestamp,author_ipfs_hash,reason
0x4892139De0e73141438D9E55D593171C0Cc6B143,,,,,,,,,,,21,,,16,,,16,,,16,,16,15,,,1000,1710946102,bafkreienxrmlbg3ave5vvrxzdh26dgqkvfpqqcz4etqdmgq6mqn54sn42u,""
0x9Ff46343d0b652D6e766F85f9aE91653869349a5,,,,,,,,16,,,21,,,16,,,,,,16,,16,15,,,1000,1710946430,bafkreihfhbad3m4fjjdxoaj5o65vk7qrhlirzt6kgdiusbhlrpzgmukxba,""
0x297Aa50D0557c865F6C9B0AA0a91f41C26E55eE6,,,,,,,,16,,,20,,,16,,,,,,16,,16,16,,,900,1710946670,bafkreig3yusw57r6hg27vpne3h4hholkys7rloxjkhxcdrlhxjevrbyu4m,""
0x0B3BD83E857997b370FaDC8504fB712244F6786C,,,,,,,,,,,22,,,16,,,16,,,16,,16,14,,,1000,1710947042,bafkreihsnhghnfrksytx2m6ii4cuxt2eeqs7cok6mctqzyyms3oyo66f2i,""
0x4e9A05226993F094A56A3472C8c816F2599423A6,,,,,,,,16,,,19,,,16,,,,,,16,,16,17,,,1000,1710947280,bafkreidxh7b3xptzmikjdve7enywmzeaapwd6vkudo4mdhpgqzjbyrceeq,""
0xba84B5cA750b33DfAdDBFdD1B7C6887885a34977,,,,,,,,16,,,16,,,16,,,,,,16,,16,20,,,1000,1710947517,bafkreidhchd2644ni7ghweq2imckv3gfw6kai23h75a645r3u2j2trfbxm,""
0xb150c9bEd10a8C62997d58a81c4e1fA75160643e,,,1,,,,,,,,,,,1,,,,,,1,,,1,,1,1000,1710950977,bafkreiaep7urwjjupb2l2hqb3uk3ojbjshpjzn45v5ojj7tv36akblrjqa,""
0x212647c56BA10ee429a838bc567dFb03A8D054Ba,,,,,1,1,,,2,,1,,,1,,,,,1,,,,1,,2,1000,1710951347,bafkreib2rrirtgrzvikph3oae3axm7cqvyvhsltmgkcreqdan74zih7qle,""
0x826976d7C600d45FB8287CA1d7c76FC8eb732030,,,,,,,,,,,,,,1,,1,,,,3,,,,,,1000,1710951733,bafkreichlpy3mvvkryd5mqjkqzxhyvglhnddzerves7rgclj4wbm6md7di,""
0xC46c67Bb7E84490D7EbdD0b8ecDaca68Cf3823F4,,,,,,,,,,,,,,,,1,,1,,1,,,,,1,1000,1710952457,bafkreibf6lkms3ah3rpzz4tm5gemdf545saiqbaacibcdtvykg53zwklfi,""
0x33878e070db7f70D2953Fe0278Cd32aDf8104572,,,,,,,,,,,,,,,,,,1,,1,,,1,,,5000.616987324351,1710952526,bafkreihg3luz7setf76umtctwhv47uvufpddimencmnmfjejahxvgullmu,""
0xaa79B87DC8B046A5E4f7D03F1562D7fe5BF98737,,,,,,,,,,1,,,,,,1,,,,1,,,,,,1000,1710954353,bafkreid6xjli6hvxio2t3aytkjksnlluh5h5i25hmi7lqe3ccyj3kh3sae,""
0x2dd2036C9Db2ADA2739509AF0047c00C8b9291EF,,,,,,,,,,,,,,,,,,,,,1,,,,,1000,1710954937,bafkreif2s6lyrqxgn7s2bxtfll6mcstczmdkfpfffftvndzrlfqr4i7a5u,""
0x3b6CCE32ba37fA5689Fab313371Dcf044ECeF536,,1,,,,,,1,,,1,,,1,,,,,,1,,,1,1,,1000,1710957424,bafkreibru4mcusg7auuuwzncj745mxar3dyf7to2237bql7li4bxk5luri,""
0x9Cf251A782cE7310D5bec0fe0a1C2B826d962545,1,1,1,1,,,,1,1,,1,,,1,,,1,,,,,,1,,,3230,1710957905,bafkreiadwgq4zptszasehdgq2u6afuqw2eicp4g4h7ihgqxap2lbk56u5u,""
0x1cB82ccbB3965E4df7C446B44c20F90B1c6CE9B2,1,1,1,1,,,,1,1,,1,,,1,,,1,,,,,,1,,,1000,1710957952,bafkreibpy6hpdt3knwvg23p6a52i4yhmjlyuuvjt2xqqzrmyoay6ibcycu,""
0xC6E18DE9930a1B90F339e09c574a4123c3EAcE83,1,1,1,1,,,,1,1,,1,,,1,,,1,,,,,,1,,,1000,1710958004,bafkreiex7onngzbbl2ov6zgkk7d2ddtserxt2h6zi3z3hakamsqvevtjlm,""
0xA73064A00512aa5b6B9119cB4Eb3Fe3229269993,1,1,1,1,,,,1,1,,1,,,1,,,1,,,,,,1,,,990,1710958037,bafkreihy2c5dtnhxvfeudb23fbzu7xxvwxel32g6h2fysz37b36r4iprmi,""
0xC8Ddd59c496D04C4C060Ab5038d03d661DDC2617,1,1,1,1,,,,1,1,,1,,,1,,,1,,,,,,1,,,995,1710958092,bafkreiaxdnmhmq3boivbwrwsud2w5bcc3ijnullilsqeosvgbn6srlihhm,""
0xB986A0263b045b45765DAD38a000334c1e10B6D7,1,1,1,1,,,,1,1,,1,,,1,,,1,,,,,,1,,,993,1710958174,bafkreiflchxipghojl4eymegpwmjta4l337o6je47bkgdnndx3eoctimpe,""
0x2615214F8200B526a7B1eACe03971F2672B48CF2,1,1,1,1,,,,1,1,,1,,,1,,,1,,,,,,1,,,992,1710958264,bafkreialvrutnflojg2uwciwkoc3oi4yun4ywfhuzcoa7hy6hp3ros7p7e,""
0x23ee51e614cBF138e4cAbA9EC5ed4fF7D27A8596,1,1,1,1,,,,1,1,,1,,,1,,,1,,,,,,1,,,995,1710958305,bafkreidexiya7kgwk4xoo2ao4vhbby3ygbxwdf3wdsjyw3276yfus42soi,""
0xCaD3887923B39cD2b0B6d13538C4ecB7C5EE9825,,,,,,,,,,,,,,,,,,,,1,,,,,,279.93508564400724,1710958422,bafkreidhkya4alenbo6in7lh6djqbpfvxjmvr44cki7e3kshpfyx5didoa,"ReFi is web3's ultimate purpose"
0xE0028eAe12C1D85e0131BA98f4079E43E4A6B289,,,,,,,,,,,,,,,,,,,,,,,1,,,30.65725331,1710962905,bafkreigrtm4bqbpoe3ahicl5gsfal4cihrzj2bhizt6bdl7tmps6nivqcy,""
0x48b576c87e788a762D6f95A456f2A39113b46950,1,1,,,,,1,,1,,1,,,1,,,,,1,,1,,1,,,1000,1710965818,bafkreigm7wdxkcgyrf3tius5majojw7vovm2xhgmi3xy5xsg4gaof5ehuy,""
0xFef75B27d4Ae3D5228bCc2912f9CdCEAfe5f82E3,,,,,,,,1,1,,1,,,,,,,,,,,,,,1,1000,1710977205,bafkreig23l6thkmsyexdiy3ebys7p6ty4utqdjefgoiyrpdlf6xpbqrblm,""
0x9AE494FBAc34682c122A1D4e3D6ae1Eb5404A469,,,,,,,,,,,,,,,,,,,,1,,,,,,1289.2077755046655,1710978984,bafkreidg6n5jytmryi5nfbfwa332bjxswuhuwa2bbjdb7tekrpjidfu2zy,""
0xe64113140960528f6AF928d7cA4f45d192286a7a,5,5,,,5,25,10,2,10,25,15,,,25,,5,,5,,25,10,,,,5,2521.520735621896,1710982499,bafkreicgypit74x4gopc4u3gna653nagemkmxilmuzss7hcl4cwit5echq,"So many cool projects. These are the ones I know best, I use and I can attest for their work"
0x5d9fbd984B9CeC714a4B14c38Ea83bBC82d06d69,,,1,,,,,,1,,1,1,1,,1,,,,,1,,,,,,500,1710985320,bafkreiahmvle3rvy75bykxfezu7xi3h5raol2tsbufold4tnbgc7mknswu,""
0x1d44404C1C53991Ec33095225da173d544Cd4Af3,1,,1,1,,,,,1,,,1,1,,,,,1,,,,,1,1,,100,1710985433,bafkreif5xylq4uiruvuuy4mgerhjkx2vo64yrgdkrtauwbtv2moyc2i4f4,""
0xC0891e8FCeA09680BFe9170809fad1BCCa10b96b,,,,,,,,1,,2,,,1,,,,,,,,,,,1,,238000,1710988329,bafkreidyt5snnsn7xbspmjla7fv4oobza5zrzjdrm3ehgpcjjfnziex2la,""
0xf5AB6B4a8d578807491ef59cE855982990932617,1,,,,,,,,,,,,,,,,,,,,,,,,,102,1710999885,bafkreidui7ghcpkxv5tiyy7m2nuve4ioue3ye7pbkp4lucxoybdrwef6cm,""
0x8e30Dc2AEF957B1F7dd67B1b7bC651fFe7E17a06,,,,,,,1,,,,,,,,,,,,,,,,,,,101,1711001340,bafkreif7qj7ekk4k5ovchuaizevy5wqpbtgoh4ccw6jwrmevlr5p2ghyom,""
0x2cCbbC4c10F5d807FDd447219B57D0b883a28DC8,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,1000,1711004550,bafkreigl2nwfhsepuitqvhgctmz4krdel3ldtaztogtw63vnpfjnddxtsi,""
0xA8776899d2601A59A94e3Aa057Af778b8647F85C,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711004824,bafkreiajztipr3kuypdwq7mn7ruzwdn53sfbvwzkbacoqhhlu7gbur2lxy,""
0xb2FD1fF783E179144374d478436D6f2bb297A06A,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711008025,bafkreib4rt6athjrqh2szzxbqoaorm3xyvkrqrhep5lombod5ht7j55ray,""
0x1e3832d739CC563da1a98D0e3ff903E49baba86C,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711008026,bafkreibtewoai4xbhjkjprpblst5mnwfvadgwkvajj2s6jkcdlfb6fbm5q,""
0x4Ea8e77c5812E15ce572Be6Df0715B80a069F420,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711008026,bafkreih27c6hf3evsgujusrjuxodqh6jwywsnfazjxhef2rwgfuttdpdvu,""
0x869D091c2C558810CB22a210c6A7f964898d72a1,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711008027,bafkreieiaemychd5lntc6pxrlrilxdenafmx3qx6m2b3pscnv6fevwkgam,""
0xCf544eD05e9c29C3Ea3335111739E21D98945260,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711008028,bafkreic7smf7i752bapaamdkyn3zyxg7nzzfxtcx7pja33ude6weo2px4m,""
0x9B6F53D2beC7416722412a8d1e48aa3bae84325F,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711008197,bafkreidzwc46igvls2y3r5p6k74zvqdwnabhpdjy5l42y3tbjiqyqhu53a,""
0x642C0b9EdDD83dCFA735976DD1cC844C0B1204C6,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711008198,bafkreib7xv3uayd67da4tw5sdhlxdovgu5ugoeygahdbykmqcwslsxeluq,""
0x10343B076E2bCac3A66dC7e72227c6591F5B7df4,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711008199,bafkreialqg46k6ty3nqoithvqc4no2qe7gwebylhpxy4znikzvdporno7a,""
0x0aCC85d306d141ddF6AdA4622f1854422Cb542E6,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711008199,bafkreigk3ei67zc6uuq7zlutpruffzduutswmtqxtputkfzjiijmtyipvi,""
0x7a62729d31945904DeB5CDd646532e4683ed70C0,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711008200,bafkreiechtlw3ehrp4l57gbozikx5n3ae7tmnynojxborqqn5hafls3guq,""
0xC1f5bB071De011206781c71A8EebEA7aDA8D0df3,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711008868,bafkreicq3ttlcfx72n7vcsihjiuzmojvkl772ef2zoqo2fwi66paetsfea,""
0x387C4CC5Cf37E917d307c957eAF7E5227e1bdaaA,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711008869,bafkreidlxafa36a7hd2dsgvkgrjobnueopvmvlsb6shvlkvvic2ljixaum,""
0x8DDB01727E1b4E870d2d5643E653b74Ca552dBE8,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711008870,bafkreiby6flx3lfpo2sofvhx23vbi5ro4mosf4vs2pvv7ooomuo45vicc4,""
0x84c9fAC77e6909450A625cbf11d1bE9aDDc62E77,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711008870,bafkreigrzxjfss32f74nl5iocidugwzrutbls4asawo2rvjq5hodvdjiye,""
0x3bC3Dfa9ac77c38Bb24f4283D9189ED6387158D1,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711008871,bafkreiefmmhwhi6mrnsi5hljbztfbh5bv6uqpoyvxz3fua2odwzibeg2lq,""
0x1eE45e962aF18A7a7BF3200D561269174B7B3b1c,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711008872,bafkreiftlj4jvej7537jzamaonfe3qwe7xtmbjvc5x4ytiaddxas4men5e,""
0xe7EaC2cb20079752875bC1c498cE53A5ED025aB9,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711008872,bafkreicekggegcu3zexwnf6qeuknm42f72u25eq7zmpjjodpfmtycqguzq,""
0xEc3F542313Ac266968Ce61A2e4e33B95DBEE7397,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711009012,bafkreibfplmnemwjgze4cssjscc4vksv3jufexcra5yxlurzz7qxwgjubq,""
0x9030352e478cB1AfCdf7235f806a3A13Dc963d52,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711009013,bafkreifqk7vhlll7g5d3ztqtcccblnqhtge2fee5p4mternlt3tfhfkl7e,""
0x44c0FB885DD9f77693B44704Dc40c4e31a308EEA,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711009013,bafkreibodrtqjtuulhbblzehoty6fqxpbz2gocaqcq6sbrznn7tndsptnq,""
0xB4C8737DD9FD2A50f201ce2494d74C2c9bcA3BB5,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711009389,bafkreifqjy6jjzy4giwbt2gejblnigddgyydulixfiz37uj3e23dfgtsqe,""
0x92af24fac1326517Ce2E536E2AFAF72419103422,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711009390,bafkreiaxjfbqdgfjxr47romdrxvdbrin5miexptahqiyeruozsigfqyfei,""
0x6cAb1406d2e04Cc3B442f7d585a85bACfb07Ac6b,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711009391,bafkreidwvmikp375dziivddmujvrx222h4f7accttpjz7o5nwjkfr44mau,""
0xAb1C327651A974890A21D79fAC2C6150D44C3d10,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711009391,bafkreicgupkuwby63ld25t7yruc77zb57pmajodyncqgpboz7b77hvv2zm,""
0x76e10E91772c99B862ff005B7fa934322d0c3Df6,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711009392,bafkreifsjk5msqh4dcidktou6oqiyptviyq2pvxqgmdumvzsqua5pwomne,""
0xc0373876C2Cc38fC2f75f4dB8bF5D973fA4D7E29,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711009393,bafkreife4h5hytunp5r3hnrxrnosrmdgb4zysvdcxc55leqopqmjc54ks4,""
0x3C01c79bf796196E1D8CCB6e486c6d246f4a48A8,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711009394,bafkreidinj4p4cvd66n7nvimp3vzrc56v2etezw6snrstump4paew5flr4,""
0xCBa6f488f384BE185fE2cf77915c3d7a3E9d5C57,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711009394,bafkreiduhjjdy7szjsif33dmfavlrp6atowkn5wqbagook6qdqpfjcof3m,""
0x9D5B61A09065622Ac073FCEbd8058121FC34F755,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711009396,bafkreifsle3opiwuwm4bgeu5idjqialaks4vhi3v7hin5hrslvh6jqh6w4,""
0x65CbB0D8DaE3D9e0145eF4ed72b6e9e8367fC1aF,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711009396,bafkreiaom6yaorofewp5fqtc5ifokpuyw4t7wvjxx67vqr34rmbv267jui,""
0x71D0c96d7f574D1a734F5803a8f1Ae839AA7a5D4,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711013752,bafkreidbxnsjdo3b2r3zhaef72p7pv6mc5kaeugfv75vv7dwlsonmos2wu,""
0xC19C63d295E19D8E3Be7d4fD32b6E29105BbAcbA,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711013767,bafkreieigszfyon7yddlgkni4zyztwkjn5tjiwrowe2l23ioujhk4wowyu,""
0xf7a3bc9e0962E15a0a4dD5260263CF0DEea0808A,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711013782,bafkreiegpq2n4oay2vfnlfniwntv2ko34lwnj6gmkxepnrdrp4dnkx4hly,""
0x9052d9d9e30AFA79a8445b25AcFc6141B2075737,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711013844,bafkreiabzlkhz6vzk46ligskym55lr2ztqimfomzytgjkl2vchmzft24dy,""
0x9BF829EB2Dea8109B098353e7c91629C7FC77F2A,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711013860,bafkreicen2lnejpzd2wahcjqhc2rkhfxuxdrg6734rmqwuwwbfyudfhycm,""
0xEa8cAeb4F367844EeC65FA917cE10A91Ee3e69D8,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711013872,bafkreihidsxjctjjzmwuxlaxqjwfkuzvly6wtsdeyk7lpf2v3mrlgxpue4,""
0x8C2B3e9946f57820CB2f11B30ce8010F8a74e8EC,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711013888,bafkreier2i6stkmp563rzuj4z62u2nylnhq7tgzw5mkoof37ad6asnzitq,""
0xf2c601710CEDC357b752408b7E5023B84819F953,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711013901,bafkreicl7bncdqmzitqbf6xt5mhi43ysboe5y7qqv5mbjnbtae3x5wfskm,""
0x93F38a40e451B17BE5Dc88898ece26c43a75B1C8,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711013915,bafkreibb4bdhnmjpyrpxs2ydns3ydre5sbgcsay4phkf6puhwjxncbluqu,""
0xd3FD8a8c4ff9C06C796D21658C6a1fCD91b2E1BB,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711013938,bafkreic7x3qf5pfuna4an42uacu7rn6ytv2bggvf2h7xtbohs73tgtrqmy,""
0xE2e464938c866203228aca1603c77D0279bda31D,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711013956,bafkreibtk2ayjux7polca36ug7vxgrr2udgdvjcjezq3qpwecer3u5765y,""
0xac176d9A8DBae960E7b539f4a6E16aD9003Ab37A,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711014279,bafkreicx7ac4ympkqqcxvi5kklwmf6k6bv5yrps5wd36abcqp4zqvrjlu4,""
0xf48478f4d08387611Ec93FA8b25c5E1aB80Cf122,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711014338,bafkreiehgkkigtcv4xkxgi7mcpfpp56lpanpimlrjzldv7mclyvef4trka,""
0xaDD7B1E78f0E59d96135C5240E1175D5A7DC210d,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711014520,bafkreiduqtdyzwrxg7jmk4r6dwm6fblkynoxw7wqjorahxebf5oq3jri4u,""
0xCfF9d27EbA4b7FFba8E9d33fc3F894cb095b54F7,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711015140,bafkreibbe3fqfemcjqunxvrchjiodzdrec7bwgyoodde2rymxsyedaocae,""
0x080B0a14D0D84Cee92ad2eDc8a69e494C842a6a5,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711015151,bafkreid6gdbpwy3llysr25ytq2x2baf2t7ul4kcrtmdgymo4ao56dsrmme,""
0x7E5F476De2886bb37ed92cEC195cB9Ce311bfe50,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711015155,bafkreib4llcwolibn3tz4trn5e5qjjt6q2yin76ri4rb5kq2cquvr6aj7e,""
0xEF96945175b17D7C13f5E534f6953Fa94f0b7695,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711015158,bafkreif6yjtfawb6vdnxjnc6f5vpp43qufdezoyz4vvkaxgpeexg2qlnpa,""
0x3fe4A67c56F2899c878b05Af8944398bbfA85156,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711015165,bafkreifteeebcyvtnh7p3fx4xt7zshfbefnvfmwcee4sedq6d6ptnbyadi,""
0x3AfcB2b25ce7C76C15Bb4C4c43780f76b6181479,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711015171,bafkreigmlihzx2ycrhbd2ja3at3i2qfpk3g7djsaoo56j6wltgquh736we,""
0xcDEc2C8682840d593CDb221634C16dC6acA77Fe9,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711015174,bafkreicxaxvr2s2xu3fsiu6exa2zejjlnwjbucyc3d3zfcboesqvby7xly,""
0x990B415088Ad6dF8db9B7ed7a561b6C9b8AF5875,,,,,,,,,,1,1,,,1,,,,,,,,,1,1,,110,1711015179,bafkreihvbz3oz4bvuinf47vy7cq6c2yzedtfxr54t6alyru6o4dspegzdi,""
0xD08afA644e562E1B3D6e2385FdeB67912410f04F,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711015184,bafkreiaynhw3w5yzhno7zdthdnb3g4w7h42pazynuesj6o3sorm4a47bp4,""
0x01935087b1da357A00CbDd1010B2b9647991fcF1,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711015188,bafkreicn2l66bahphcypzuortqh2p7kcuw4azlzhzzpbvkjkftkswhqide,""
0x7c8aFBbd7239fEd03AaACfAf1E4E30503E90c2d0,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711015190,bafkreidajnyoileovoyjln2ckxxdx7bxd2327lyyguxlwwl4nws7bvzsre,""
0x98940Dd82B5E66D8ec340110d6e15BE8a4086b64,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711015193,bafkreifkxdfd72f7zjsnr574yyjxsix3lcukrymrbvqvxogbrx6s2ihm6e,""
0x26fa48591030E6E93f69877986A777fEB0626EE8,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,111,1711015204,bafkreiafeg56hxsyifelbdxbuohotkocl4t3nfunyx4rx2i7jjp4epvjiy,""
0x8100b643fa91d7A05704913A1242b2e2c2B7fB7c,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,110,1711015247,bafkreia2eirip6exkk4yrldow2we6zfafw6ygtahcmokl7o22aauknlkfm,""
0xa77294828d42B538890fa6E97AdFfE9305536171,,,,1,1,,,,1,,1,,,1,,,,,,1,,,,1,,251.42,1711019259,bafkreibckqi74j4jwvspadgnhm2aqumqdpgfzsvvwyxwi5nmdqa5cvvitm,""
0xc2aEdB7D84B168683185CC401dD2d0d9B14d1aAE,3,1,1,1,1,1,1,1,4,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1081.2295,1711022579,bafkreid63hpw4i7z535oog5bev3ispg7kipfdg5w5ss6ltkkhti56ziupe,""
0x1bBeAc736875c5043486A8a4374E6B5616eC8883,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,1000,1711035454,bafkreiclr6mvvldysfy4vee34ayv7jj7qnmbgnpgdp2f7ekj6prrj6xhgu,""
0x744c6Eed427aF293b0106B46700fdDD3C9f62Eef,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,1000,1711038183,bafkreid2rvhzibniaavpiwd6bexp7bqt7yhtdzudv5j36xw5vxeczjig4y,""
0x95add3DfEF3AE0A832607Dc71C4A9C6A6C2D7Eb7,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,1000,1711038233,bafkreiecuga26ijgdv6yb4l6cyykuqidplsijntdkwacbmumxm5ql52c6e,""
0x743Ec55fc166D24D2FD0211fb6Ce53926D0Ff3b1,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,1000,1711038337,bafkreibxwyd2l2j7uo46c4qbc5h54otev6kz7n6rzjtfn6km2qlgd5sv3m,""
0xDd03d2434C02c6BfFb097b7130528F9568b6C70d,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,1000,1711038364,bafkreifupr35xd4fsapjpanbvbhnofpvuy3leuww57iouk7cql324hdtqa,""
0x97C12EFA574923E3ee445370d2dE432332857110,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,1000,1711038458,bafkreidaiawvqrvzdygscyi5n3cypknjwz64rll6eisvcct33xu7og5s64,""
0xB69951a0642b55CD5731535ed5B290Fa49D3454A,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,1000,1711038479,bafkreicihe2oor4x2zkhjmr5ux2wtc2t3bt24vmombcqgkx3lngi5sqadu,""
0xBA56878729540404dE2aa14561b451aE2350744a,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,1000,1711038560,bafkreiaytbof3gcbzigtufdxglwa3gzcocm7xfutgrkyrtwwjliqdyfz3q,""
0xB48ef8e4e7Bef79ddF64d4424151f003a59BfbfB,,,,,,,,,,1,1,,,,,,,,,,,,1,,,522.8636,1711038563,bafkreicw7xgztdxywrehdyp2uxedknkw4dx4pl5szcm326ksbvmfdbaxta,""
0xa85cdd5478B7E525a808eF9707c3e33432cE1e7F,,,,,,,,1,,1,1,,,1,,,,,,,,,1,1,,950,1711038582,bafkreiemju3n6i7k6efgzixjdhdfnxuqarrdva7avwnrpo7tyayincdaoy,""
0xDEF3D19ff35a42F5b8E3c706c8fD287De72e6D15,,,,,,,,,,,1,,,,,,,,,,,,1,,,421.1792998188427,1711038639,bafkreigqjyku3vlm5h55kog724xoesatt2l5a3erdiigwses2hu23xkkbq,""
0x839395e20bbB182fa440d08F850E6c7A8f6F0780,,,3,,,1,1,1,1,1,,,,3,,3,,1,1,3,,,3,,3,92373.94857469834,1711042577,bafkreidcbwmejdy2chn4mka67ptkztvsm52lyspwxezbltkbegvhzmr5pe,""
0xaA3600788b72863ff51C8f0dB5F10bB65fbFeAB4,,2,,,1,2,,,,,,,,,,,,,2,2,13,,,,,5000,1711045840,bafkreifmkvprrq672z25yp557grtrvbsvcd5leostgapbcjke57inyntwe,""
0xcCE9A28b570946123f392Cf1DbfA6D2D5e636a1f,,,1,,,1,,,1,1,1,,,1,,,,1,,1,,,1,,1,1000,1711046199,bafkreideqohgs64ljeuqlzbbyejd3ntm2isotfry2p2ehwlwskwgwvf2lm,""
0xAa01DeC5307CF17F20881A3286dcaA062578cea7,,,,,,,,,,,,,,,,,,,,,,1,,,,6001.2459331346445,1711056710,bafkreifjwrwdzwygaziioflrliixijutjb6ouicxkokdhst3c5etg6fe64,""
0x9600e2eE6377DAdad7299B120026661c336A5e6d,,,,,,,,,,,,,,,,,,,,,1,,,,,6277.402585938472,1711057073,bafkreicyrp5etkivmrftbmsl2k44y4xegwqhnnschc4lias3zux4eqopgq,""
0x2B888954421b424C5D3D9Ce9bB67c9bD47537d12,,,5,,,,,,,5,5,,,,,,45,,,,,40,,,,1000,1711057639,bafkreibcnffwfrkoq3zgbawttih6tyx6o4dng666a4sv3j5be3gdprnv5m,""
0x90C32e6B29794Fd7f5BbA2BBEE74e924078B3f9b,,1,,,,,1,,,,,,,,,,,,,,,1,1,,,1000,1711060673,bafkreiezskl4iurcrl3iibhpwuz34dwbbrjecgq64whxoh74mbguedv5ji,""
0x8d0CD1AB81EaDa4F92C7cb5c8DBc25C69cc296AD,,1,,,,,,,,,,,,,,,,,,,,1,,,,50000,1711060886,bafkreia42yzjexb2jvzgyzx3sdpzdgm43dpyc2pepydhlzxf43rdroalvm,""
