,oso_slug,project_name,project_id,project_url,project_address,funder_name,funder_round_name,funder_round_type,funder_address,funding_amount,funding_currency,funding_network,funding_date
20096,notional-finance,Notional,,https://forum.arbitrum.foundation/c/dao-grant-programs/incentive-framework/,,Arbitrum Foundation,STIP-1,growth,,500000.0,ARB,arbitrum,2024-01-01
20097,magpiexyz,Magpie,,https://forum.arbitrum.foundation/c/dao-grant-programs/incentive-framework/,,Arbitrum Foundation,STIP-1,growth,,1250000.0,ARB,arbitrum,2024-01-01
20098,jones-dao,JonesDAO,,https://forum.arbitrum.foundation/c/dao-grant-programs/incentive-framework/,,Arbitrum Foundation,STIP-1,growth,,2000000.0,ARB,arbitrum,2024-01-01
20099,angle-protocol,Angle,,https://forum.arbitrum.foundation/c/dao-grant-programs/incentive-framework/,,Arbitrum Foundation,STIP-1,growth,,700000.0,ARB,arbitrum,2024-01-01
20100,wormhole,Wormhole,,https://forum.arbitrum.foundation/c/dao-grant-programs/incentive-framework/,,Arbitrum Foundation,STIP-1,growth,,1800000.0,ARB,arbitrum,2024-01-01
20101,tide-protocol-fiveelementslabs,Tide,,https://forum.arbitrum.foundation/c/dao-grant-programs/incentive-framework/,,Arbitrum Foundation,STIP-1,growth,,80000.0,ARB,arbitrum,2024-01-01
20102,galxe,Galxe,,https://forum.arbitrum.foundation/c/dao-grant-programs/incentive-framework/,,Arbitrum Foundation,STIP-1,growth,,500000.0,ARB,arbitrum,2024-01-01
20103,dolomite-exchange,Dolomite,,https://forum.arbitrum.foundation/c/dao-grant-programs/incentive-framework/,,Arbitrum Foundation,STIP-1,growth,,1000000.0,ARB,arbitrum,2024-01-01
20104,dinngo,Furucombo,,https://forum.arbitrum.foundation/c/dao-grant-programs/incentive-framework/,,Arbitrum Foundation,STIP-1,growth,,59500.0,ARB,arbitrum,2024-01-01
20105,dforce-network,dForce,,https://forum.arbitrum.foundation/c/dao-grant-programs/incentive-framework/,,Arbitrum Foundation,STIP-1,growth,,1000000.0,ARB,arbitrum,2024-01-01
20106,,Tales of Elleria,,https://forum.arbitrum.foundation/c/dao-grant-programs/incentive-framework/,,Arbitrum Foundation,STIP-1,growth,,50000.0,ARB,arbitrum,2024-01-01
20107,openocean-finance,OpenOcean,,https://forum.arbitrum.foundation/c/dao-grant-programs/incentive-framework/,,Arbitrum Foundation,STIP-1,growth,,500000.0,ARB,arbitrum,2024-01-01
