,oso_slug,project_name,project_id,project_url,project_address,funder_name,funder_round_name,funder_round_type,funder_address,funding_amount,funding_currency,funding_network,funding_date
19288,dshackle-p2p-org,"DRPC - a more affordable, cost-efficient, and scalable RPC solution for Optimism",,https://app.charmverse.io/op-grants/page-021194932007580602,,Optimism Foundation,Grants Season 4,,0x19793c7824be70ec58bb673ca42d2779d12581be,75000.0,OP,optimism,2023-09-01
19289,dshackle-p2p-org,"DRPC.ORG - a more affordable, cost-efficient, and scalable RPC solution for Optimism",,https://app.charmverse.io/op-grants/proposals?id=dd72e00c-4ab4-4c7d-8296-8a790a071202,,Optimism Foundation,Grants Season 4,,0x19793c7824be70ec58bb673ca42d2779d12581be,25000.0,OP,optimism,2023-09-01
19290,eco-association,Beam Wallet LLC,,https://vote.optimism.io/retropgf/3/application/0x5fea22432b5b5a6f836e2d7f40372234e9a4e5d987b229cdc548d2057124cf4e,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,76445.53,OP,optimism,2024-01-01
19291,edgeandnode,Edge & Node / The Graph,,https://vote.optimism.io/retropgf/3/application/0x8526b3343ae97a1859ff98d7f7d414ba2f47735d62a84b94f5aef514b5260aa6,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,67081.02,OP,optimism,2024-01-01
19292,edgeapp,Edge Wallet,,https://gov.optimism.io/t/gf-phase-1-proposal-edge-wallet-integration-of-optimism-velodrome-lp-staking-swaps-tarot-lp-staking/3994,,Optimism Foundation,Grants Season 3,,0x19793c7824be70ec58bb673ca42d2779d12581be,50000.0,OP,optimism,2023-02-01
19293,emttr-aspiringsecurity,OP Medicine,,https://app.optimism.io/retropgf-discovery/0x8dc640a257DE18857F8d24e1Ae2645F8bBa1E034,,Optimism Foundation,RetroPGF2,,0x19793c7824be70ec58bb673ca42d2779d12581be,7196.0,OP,optimism,2023-04-01
19294,endaoment,Endaoment,,https://vote.optimism.io/retropgf/3/application/0xe04b509d073efc17c44e3dd988dbb46724a11836aff71575424bcc7a0ec91123,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,76445.53,OP,optimism,2024-01-01
19295,zenbiteth,Eneagon by zenbit.eth,,https://app.optimism.io/retropgf-discovery/0x04cc6b487566B1C821bEa04d7ac0d23CEDe05cC9,,Optimism Foundation,RetroPGF2,,0x19793c7824be70ec58bb673ca42d2779d12581be,1536.0,OP,optimism,2023-04-01
19296,erigon-ledgerwatch,Erigon,,https://vote.optimism.io/retropgf/3/application/0x75c17ab86592588357ebe8f116dab73c6a531ec20a5b23a1f57ae7d85dbb3549,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,339545.72,OP,optimism,2024-01-01
19297,erigon-ledgerwatch,Erigon,,https://app.optimism.io/retropgf-discovery/0x9D20893054afC4A74b856089c44F9A09d1C38Db0,,Optimism Foundation,RetroPGF2,,0x19793c7824be70ec58bb673ca42d2779d12581be,141650.0,OP,optimism,2023-04-01
19298,esteroids,Esteroids,,https://app.optimism.io/retropgf-discovery/0xc967dEdcF086b7FE1eAB492F2EB2b74F1E5947b8,,Optimism Foundation,RetroPGF2,,0x19793c7824be70ec58bb673ca42d2779d12581be,4760.0,OP,optimism,2023-04-01
19299,eth-infinitism-account-abstraction,Account Abstraction - ERC-4337,,https://vote.optimism.io/retropgf/3/application/0xd730a803f5714c7f1b5e518edd57121d1b64c8c91cf611ae5f226cf9bb4b963f,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,248448.21,OP,optimism,2024-01-01
19300,eth-infinitism-account-abstraction,Infinitism (ERC-4337) - Account Abstraction,,https://app.optimism.io/retropgf-discovery/0xdb5781a835b60110298fF7205D8ef9678Ff1f800,,Optimism Foundation,RetroPGF2,,0x19793c7824be70ec58bb673ca42d2779d12581be,61333.0,OP,optimism,2023-04-01
19301,eth-limo,eth.limo,,https://vote.optimism.io/retropgf/3/application/0x67d0c66af963dd27720330e5dc2b5ab73a522c9436fd4085aa7048f1584da54b,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,99379.28,OP,optimism,2024-01-01
19302,eth-limo,eth.limo,,https://app.optimism.io/retropgf-discovery/0xB352bB4E2A4f27683435f153A259f1B207218b1b,,Optimism Foundation,RetroPGF2,,0x19793c7824be70ec58bb673ca42d2779d12581be,92270.0,OP,optimism,2023-04-01
19304,ethereansos,EthereansOS,,https://vote.optimism.io/retropgf/3/application/0x23eed6d72357cda3ebfe45d46539200b47f97d63f5c6c8685d5f910a94cbdb77,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,16894.48,OP,optimism,2024-01-01
19305,ethereansos,EthereansOS,,https://app.optimism.io/retropgf-discovery/0xdc0090f8aDD5DB06De0897A54e753af143668668,,Optimism Foundation,RetroPGF2,,0x19793c7824be70ec58bb673ca42d2779d12581be,5990.0,OP,optimism,2023-04-01
19306,ethereum-attestation-service,EAS: Supercharged Attestation Explorer,,https://app.charmverse.io/op-grants/proposals?id=a02dac5b-677c-4f53-abf5-4e2ebeeecac2,,Optimism Foundation,Grants Season 4,,0x19793c7824be70ec58bb673ca42d2779d12581be,50000.0,OP,optimism,2023-09-01
19307,ethereum-attestation-service,Ethereum Attestation Service,,https://vote.optimism.io/retropgf/3/application/0x5eace21ba2231567c07c2c39ad0854c8051e096d18a4bee3e08c833becd2d776,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,219757.63,OP,optimism,2024-01-01
19308,ethereum-cat-herders,Ethereum Cat Herders,,https://vote.optimism.io/retropgf/3/application/0xfcc4798ccc9e2f578ce316278aa40da3fcee3c3f0b92c265062cf31906f2e815,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,124224.11,OP,optimism,2024-01-01
19309,ethereum-etl-blockchain-etl,EthereumETL,,https://vote.optimism.io/retropgf/3/application/0x5673d6a413d360de74d262487bdb4e70cb357c4d890af9cd62a369b1d858416b,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,99379.28,OP,optimism,2024-01-01
19310,ethereum-etl-blockchain-etl,EthereumETL,,https://app.optimism.io/retropgf-discovery/0x9FD0C742D81B6f08817F3eF11D09Cb4a9f54eE5f,,Optimism Foundation,RetroPGF2,,0x19793c7824be70ec58bb673ca42d2779d12581be,31044.0,OP,optimism,2023-04-01
19311,eoa-blockchain-labs,Ethereum on ARM,,https://vote.optimism.io/retropgf/3/application/0x092a8ce182f9443499d2a36b1b6bbcd5da9340360d82a38c921b6b5c46f1e67f,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,133449.98,OP,optimism,2024-01-01
19312,ethereumbarcelona,ETHBarcelona,,https://vote.optimism.io/retropgf/3/application/0x8edf293b0aea3ba42326168d77b100a6ef4f41bb163e5421094ff67d5f281e68,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,49689.64,OP,optimism,2024-01-01
19313,ethereumphone,ethOS,,https://vote.optimism.io/retropgf/3/application/0x44e382b0845c4bbe3695f5bc8218c1cf75e5c44d1868a08f10571871295ad042,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,76445.53,OP,optimism,2024-01-01
19314,ethernaut-openzeppelin,The Ethernaut,,https://vote.optimism.io/retropgf/3/application/0x1053c5fc1597ff030c267d4667898095ca3a42cc370fe9b8d156880b8a2b455e,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,99379.28,OP,optimism,2024-01-01
19315,ethernautdao,EthernautDAO,,https://vote.optimism.io/retropgf/3/application/0x93d140bdf129de19dce4df8922b9b599aabde4632a89e646a84669b470ee5a8a,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,99379.28,OP,optimism,2024-01-01
19316,ethernautdao,EthernautDAO,,https://gov.optimism.io/t/review-gf-phase-1-proposal-cycle-8-ethernautdao/3800,,Optimism Foundation,Grants Season 2,,0x19793c7824be70ec58bb673ca42d2779d12581be,120000.0,OP,optimism,2022-11-01
19317,ethernautdao,EthernautDAO,,https://app.optimism.io/retropgf-discovery/0x3B3980936707A8299AFb5424Fa807c1CBac37cCb,,Optimism Foundation,RetroPGF2,,0x19793c7824be70ec58bb673ca42d2779d12581be,63438.0,OP,optimism,2023-04-01
19318,ethernautdao,evm-runners,,https://app.charmverse.io/op-grants/proposals?id=4f197e3e-8fae-401a-ab04-b54ff70cfed8,,Optimism Foundation,Grants Season 4,,0x19793c7824be70ec58bb673ca42d2779d12581be,25000.0,OP,optimism,2023-09-01
19319,ethers-io,Ethers,,https://app.optimism.io/retropgf-discovery/0x8ba1f109551bD432803012645Ac136ddd64DBA72,,Optimism Foundation,RetroPGF2,,0x19793c7824be70ec58bb673ca42d2779d12581be,209141.0,OP,optimism,2023-04-01
19320,ethers-io,ethers.js,,https://vote.optimism.io/retropgf/3/application/0x32ee121e0dbcef2fe2b7a8e668f9a53ddc6d43e16c423fe8b4595b0120ac08d8,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,298137.85,OP,optimism,2024-01-01
19321,etherscore,EtherScore,,https://vote.optimism.io/retropgf/3/application/0xc676fa16bad73be396f17d6aec821eca5740ccfb9a8547c4cc487dee82e08548,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,46223.29,OP,optimism,2024-01-01
19322,ethglobal,ETHGlobal,,https://vote.optimism.io/retropgf/3/application/0x9e6b178f20d63eb3179d3872317848582de1d0e793af5c3cbc6891b0071c4e76,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,253848.98,OP,optimism,2024-01-01
19323,ethglobal,ETHGlobal,,https://app.optimism.io/retropgf-discovery/0xe993486B257Cd1481aef74b3B909A2627Fc8d305,,Optimism Foundation,RetroPGF2,,0x19793c7824be70ec58bb673ca42d2779d12581be,230006.0,OP,optimism,2023-04-01
19324,ethhub-io,Sassal.eth,,https://vote.optimism.io/retropgf/3/application/0x9e1829323c35d18c3b5366b75922da2d966c39abf4472b29f763cf09e150a09d,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,76445.53,OP,optimism,2024-01-01
19325,ethstaker,EthStaker,,https://vote.optimism.io/retropgf/3/application/0x29a3d9a092906a2b2cbe6e979b3d56f3a88047a9b2b5647ed8f8d40783cd5edf,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,81987.91,OP,optimism,2024-01-01
19326,ezkl-zkonduit,EZKL,,https://vote.optimism.io/retropgf/3/application/0x4aacfc3a0bb32ae4204d79ebe4c9935431264016e1f11f7d6c7e5ad5988330bb,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,49689.64,OP,optimism,2024-01-01
19327,f-o-a-m,FOAM,,https://vote.optimism.io/retropgf/3/application/0x90bc7355488e5587a996f673b7fd58197bf51d642db64461a63c9a09656923a8,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,24844.82,OP,optimism,2024-01-01
19328,fairmint,Fairmint,,https://gov.optimism.io/t/ready-fairmint-growth-experiments-cycle-11/5508,,Optimism Foundation,Grants Season 3,,0x19793c7824be70ec58bb673ca42d2779d12581be,250000.0,OP,optimism,2023-02-01
19329,farcaster-indexer-gskril,Greg's Farcaster Projects,,https://vote.optimism.io/retropgf/3/application/0x03ace8762fad52f1c0aa3e629bd7eb2a9e8de3ea807ab5878fa7789ceb7028f3,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,49689.64,OP,optimism,2024-01-01
19331,fe-ethereum,Fe,,https://vote.optimism.io/retropgf/3/application/0x9ed643c855860e3fa9950a598af75c9810a39e2780c4227afe5bc8df865c067d,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,99379.28,OP,optimism,2024-01-01
19332,filosofiacodigo,Filosofía Código,,https://app.optimism.io/retropgf-discovery/0xb6F5414bAb8d5ad8F33E37591C02f7284E974FcB,,Optimism Foundation,RetroPGF2,,0x19793c7824be70ec58bb673ca42d2779d12581be,13412.0,OP,optimism,2023-04-01
19333,filosofiacodigo,Randomness Ceremony,,https://vote.optimism.io/retropgf/3/application/0xaa3b9caf85727a484ac82d25594adc78d68fef1291de82be680bf00436164741,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,14820.93,OP,optimism,2024-01-01
19334,findcaster-limone-eth,Findcaster,,https://vote.optimism.io/retropgf/3/application/0x0649c52a10c70c6f044d930c1ad92756f6aed49e68fb136c6168cea78a73d524,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,4968.96,OP,optimism,2024-01-01
19335,footprintanalytics,Footprint Analytics,,https://gov.optimism.io/t/footprint-analytics-optimism-builders-grant-cycle-11/5603,,Optimism Foundation,Grants Season 3,,0x19793c7824be70ec58bb673ca42d2779d12581be,30000.0,OP,optimism,2023-02-01
19336,forta-network,Forta,,https://app.optimism.io/retropgf-discovery/0xD5Abb5086E5d18b6BdB8F0943b7786f2a0Af7Df2,,Optimism Foundation,RetroPGF2,,0x19793c7824be70ec58bb673ca42d2779d12581be,10875.0,OP,optimism,2023-04-01
19337,forumdaos,Forum,,https://vote.optimism.io/retropgf/3/application/0x17b6075cdc32729b7ef683d9cb9160cfc5425c00115af4844eaf310721862e8d,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,74534.46,OP,optimism,2024-01-01
19338,foundry,Foundry,,https://app.optimism.io/retropgf-discovery/0x4BAa1fcAe9Ba8F9e1247b5CFD71e2463e85b2284,,Optimism Foundation,RetroPGF2,,0x19793c7824be70ec58bb673ca42d2779d12581be,148673.0,OP,optimism,2023-04-01
19339,foundry,foundry,,https://vote.optimism.io/retropgf/3/application/0x86fdabe5c2a67af3c291ce7acb008088e21f99f3f6f1d464b28e9a8c2034455b,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,198758.57,OP,optimism,2024-01-01
19340,cyfrin,PatrickAlphaC,,https://vote.optimism.io/retropgf/3/application/0xfcd835dcd49c065f771ddd79ee1a37a908645121a0a59c51738507d6c89ae06c,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,84472.39,OP,optimism,2024-01-01
19341,fractal-visions,Fractal Visions,,https://vote.optimism.io/retropgf/3/application/0xb786a6a7dfc293642c60cb34e00d2f5286aad6bc7e3d9c99f83493b44e7934e9,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,12422.41,OP,optimism,2024-01-01
19342,fractal-visions,Fractal Visions,,https://app.optimism.io/retropgf-discovery/0xC4FC57Dedd2463314A3fD2DBadB86B4404C257e5,,Optimism Foundation,RetroPGF2,,0x19793c7824be70ec58bb673ca42d2779d12581be,7589.0,OP,optimism,2023-04-01
19343,frame-floating,Frame,,https://vote.optimism.io/retropgf/3/application/0xdb768783fabfa13b0755542de7af4cb1d4a0c3e0b52ba68069c5d06b3718b7d5,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,123541.37,OP,optimism,2024-01-01
19344,frame-floating,Frame,,https://app.optimism.io/retropgf-discovery/0x7c929EfA9a8A2A1524BA90aBc2B70801413fFD4c,,Optimism Foundation,RetroPGF2,,0x19793c7824be70ec58bb673ca42d2779d12581be,47826.0,OP,optimism,2023-04-01
19345,g7dao,Smart Onboarding SDK,,https://vote.optimism.io/retropgf/3/application/0x2f2c20e60d1f327d708f2e46799a3582623ab0fac770bc1afb2b5e793f86bf83,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,22116.86,OP,optimism,2024-01-01
19346,gashawk-corpus-io,GasHawk,,https://vote.optimism.io/retropgf/3/application/0x6f6e00c81aeb5d79b12ca07b1e301e64da9d17be6300d9d7f5008ceefdeac7ca,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,44720.68,OP,optimism,2024-01-01
19347,gashawk-corpus-io,GasHawk,,https://app.optimism.io/retropgf-discovery/0xC1FDB60CFB2FbbD6EDc9b445D9B508Da2dBF2c9b,,Optimism Foundation,RetroPGF2,,0x19793c7824be70ec58bb673ca42d2779d12581be,10536.0,OP,optimism,2023-04-01
19348,gashawk-corpus-io,http://gashawk.io/,,https://app.charmverse.io/op-grants/page-39236545934980094,,Optimism Foundation,Grants Season 4,,0x19793c7824be70ec58bb673ca42d2779d12581be,40000.0,OP,optimism,2023-09-01
19349,poppunk-llc,Gaslite,,https://vote.optimism.io/retropgf/3/application/0xa6d7790f101a9e2efc543a623d1f362f0707f2dc570caa96ac092926fb2bedfb,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,49689.64,OP,optimism,2024-01-01
19350,givepraise,Praise,,https://vote.optimism.io/retropgf/3/application/0xf73e389c8467cd1dbf9afe32eb596e2b2d176272a3819fccfca22ec4bc978725,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,59627.57,OP,optimism,2024-01-01
19351,givepraise,Praise,,https://app.optimism.io/retropgf-discovery/0xE2d2Ac26Cb9dE9a8BBc6d2698CC40b154fAc920d,,Optimism Foundation,RetroPGF2,,0x19793c7824be70ec58bb673ca42d2779d12581be,9287.0,OP,optimism,2023-04-01
19352,givepraise,Praise: Improving Governance Accessibility through Contribution Based Attestations,,https://gov.optimism.io/t/final-improving-governance-accessibility-through-praise-and-contribution-based-attestations/6150,,Optimism Foundation,Missions Season 4,,0x19793c7824be70ec58bb673ca42d2779d12581be,112000.0,OP,optimism,2023-05-01
19353,givestation,GiveStation,,https://app.optimism.io/retropgf-discovery/0x96Cd3AC1e5c2E4FB021B97dA3a6D57e8e665EDc3,,Optimism Foundation,RetroPGF2,,0x19793c7824be70ec58bb673ca42d2779d12581be,1102.0,OP,optimism,2023-04-01
19354,givestation,GiveStation (youbuidl),,https://vote.optimism.io/retropgf/3/application/0x4eaad00dad07e150e1570ee2faff68700cc106cf96d470be91eb8ee28bfa7d6c,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,7453.45,OP,optimism,2024-01-01
19355,giveth,Giveth,,https://vote.optimism.io/retropgf/3/application/0x17cfb81d50a65a6ef3e7ecfdf8e4ca428514d77e74ca3c650d4ba9926f9e67ac,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,149068.93,OP,optimism,2024-01-01
19356,giveth,Giveth,,https://gov.optimism.io/t/giveth-growth-experiment/5637,,Optimism Foundation,Grants Season 3,,0x19793c7824be70ec58bb673ca42d2779d12581be,40000.0,OP,optimism,2023-02-01
19357,giveth,Giveth,,https://app.optimism.io/retropgf-discovery/0xDCfe20E6C1d14c26930a28B1f92fB981CDa26884,,Optimism Foundation,RetroPGF2,,0x19793c7824be70ec58bb673ca42d2779d12581be,129814.0,OP,optimism,2023-04-01
19358,go-ethereum,geth,,https://app.optimism.io/retropgf-discovery/0x60AdC0F89a41AF237ce73554EDe170D733ec14E0,,Optimism Foundation,RetroPGF2,,0x19793c7824be70ec58bb673ca42d2779d12581be,230590.0,OP,optimism,2023-04-01
19359,go-ethereum,go-ethereum,,https://vote.optimism.io/retropgf/3/application/0x5b5cb12df644ca17fabd91825886b5491d1526befaec2924315b8e5971d26cf8,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,496896.42,OP,optimism,2024-01-01
19360,go-ethereum-hdwallet-miguelmota,go-ethereum-hdwallet,,https://vote.optimism.io/retropgf/3/application/0x4fa4c7e69725d373c6c010ae9a56e26857a72d5797d8575eb4c7210a31bffbea,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,49689.64,OP,optimism,2024-01-01
19361,goerli-eth-clients,Department of Decentralization,,https://vote.optimism.io/retropgf/3/application/0xf780b4a39ea9529b9e7af1638c816801ce89cf06e93dd6d66ea383fb3ed263f0,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,124224.11,OP,optimism,2024-01-01
19362,goplussecurity,GoPlus Security,,https://vote.optimism.io/retropgf/3/application/0x93efc906a84b4367757350dacd0ad700cafc78eb658fcb47d0b4f7e0240d2e9f,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,37023.75,OP,optimism,2024-01-01
19363,gov-w3hc,Gov,,https://vote.optimism.io/retropgf/3/application/0x8ea2ef9ab0d04fe8fdb9edd5208abf0504eafb530378f52b6a401f2b26a9e233,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,18471.13,OP,optimism,2024-01-01
19364,gov-w3hc,Gov,,https://app.optimism.io/retropgf-discovery/0xa30189949cD8F662582b10eB6E353374419EDf67,,Optimism Foundation,RetroPGF2,,0x19793c7824be70ec58bb673ca42d2779d12581be,1080.0,OP,optimism,2023-04-01
19366,grateful-protocol,Grateful,,https://vote.optimism.io/retropgf/3/application/0xcbafba4f9d052bf3575a31d0a48c6a194480d1e05f78589fe1a8e71031fb88f8,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,49689.64,OP,optimism,2024-01-01
19367,grindery-io,Grindery Delight,,https://app.charmverse.io/op-grants/page-564118893844912,,Optimism Foundation,Grants Season 4,,0x19793c7824be70ec58bb673ca42d2779d12581be,10000.0,OP,optimism,2023-09-01
19368,growthepie,growthepie,,https://vote.optimism.io/retropgf/3/application/0x849e164d1b8cc2b51bd3313d007ac58acb816660492336d2498615551ec75f02,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,76445.53,OP,optimism,2024-01-01
19369,growthepie,"growthepie OP Stack Metrics, Blockspace & Developer’s Resources",,https://app.charmverse.io/op-grants/page-39058541725517215,,Optimism Foundation,Grants Season 4,,0x19793c7824be70ec58bb673ca42d2779d12581be,35000.0,OP,optimism,2023-09-01
19370,guildxyz,Guild,,https://app.optimism.io/retropgf-discovery/0xab12931a2c0C519a62794C24105E2f66eE35CFE7,,Optimism Foundation,RetroPGF2,,0x19793c7824be70ec58bb673ca42d2779d12581be,51001.0,OP,optimism,2023-04-01
19371,hai-on-op,Let's Get HAI: a multi-collateral fork of RAI ,,https://app.charmverse.io/op-grants/page-5989100035328812,,Optimism Foundation,Grants Season 4,,0x19793c7824be70ec58bb673ca42d2779d12581be,100000.0,OP,optimism,2023-09-01
19372,hamster-shared,Hamster,,https://app.charmverse.io/op-grants/page-6041417980868986,,Optimism Foundation,Grants Season 4,,0x19793c7824be70ec58bb673ca42d2779d12581be,40000.0,OP,optimism,2023-09-01
19373,hardhat-nomicfoundation,Hardhat,,https://vote.optimism.io/retropgf/3/application/0x31588517386990050541aed3f6d4d5a370e30fcd5bf622886c1955ffc9565f52,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,280249.58,OP,optimism,2024-01-01
19374,hardhat-tracer-zemse,Hardhat Tracer,,https://vote.optimism.io/retropgf/3/application/0x91411a9f53cb3d0d36f4dc6394d6d6aea81e12d9ecef2ac2225af3f9fe6d3d07,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,66145.36,OP,optimism,2024-01-01
19375,hausdao,Public HAUS,,https://vote.optimism.io/retropgf/3/application/0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,49197.71,OP,optimism,2024-01-01
19376,heno-relief-game-sweetmantech,Sweetman,,https://vote.optimism.io/retropgf/3/application/0xb736895db321cd99558c9b3c039fb03442e2fd2cfa95c95e1dd13a2d611fada7,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,24844.82,OP,optimism,2024-01-01
19377,herodotusdev,Herodotus,,https://gov.optimism.io/t/cycle-11-herodotus-storage-proofs/5630,,Optimism Foundation,Grants Season 3,,0x19793c7824be70ec58bb673ca42d2779d12581be,50000.0,OP,optimism,2023-02-01
19378,hildobby,hildobby,,https://vote.optimism.io/retropgf/3/application/0x5bd75a998f0c4564449fadff6ad602fd73df5d02e836d5d5369f3d6a10e567df,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,32298.27,OP,optimism,2024-01-01
19379,hildobby,hildobby's Dune dashboards,,https://app.optimism.io/retropgf-discovery/0x09a5943a6d10919571eE2C9F63380aEA747ECA97,,Optimism Foundation,RetroPGF2,,0x19793c7824be70ec58bb673ca42d2779d12581be,31171.0,OP,optimism,2023-04-01
19380,hildr-optimism-java,Hildr: Optimism-java stack,,https://app.charmverse.io/op-grants/proposals?id=e5613e76-a26f-41e4-9f0d-4e2dbfccf5b8,,Optimism Foundation,Grants Season 4,,0x19793c7824be70ec58bb673ca42d2779d12581be,25000.0,OP,optimism,2023-09-01
19381,hildr-optimism-java,grapebaba,,https://vote.optimism.io/retropgf/3/application/0x34f3abc13da15fc697abc16701dfafb2896c7a063a80959b997c5c3218b24523,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,62608.95,OP,optimism,2024-01-01
19384,hypeshothq,ERC-6551 Tooling,,https://vote.optimism.io/retropgf/3/application/0xe32dd99f7bf39e91647601d011d0801f61cc551b89aa37f9b8f387178ce98464,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,22116.86,OP,optimism,2024-01-01
19385,idle-finance,Idle x Optimism,,https://app.charmverse.io/op-grants/page-5487372006410718,,Optimism Foundation,Grants Season 4,,0x19793c7824be70ec58bb673ca42d2779d12581be,150000.0,OP,optimism,2023-09-01
19386,idriss-crypto,IDriss,,https://vote.optimism.io/retropgf/3/application/0x389052bbf6ba46b28fdb951e573560a21c61490449f4fd17f8399e93e0dec333,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,49689.64,OP,optimism,2024-01-01
19387,impersonator-eth,Impersonator,,https://vote.optimism.io/retropgf/3/application/0x2baa369e4449595c51759fa9a5b71e3e016b108b6baac6a0b815874a898eade5,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,72511.1,OP,optimism,2024-01-01
19388,indexsupply,Index Supply,,https://vote.optimism.io/retropgf/3/application/0x91accca44656ae99040e947aa75f50e9f9657bce564fdf1b9f266c32081ecf0b,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,57143.09,OP,optimism,2024-01-01
19389,infinity-keys,Infinity Keys,,https://gov.optimism.io/t/infinity-keys-build-grant-cycle-11/5635,,Optimism Foundation,Grants Season 3,,0x19793c7824be70ec58bb673ca42d2779d12581be,25000.0,OP,optimism,2023-02-01
19390,infinitywallet,Infinity Wallet,,https://vote.optimism.io/retropgf/3/application/0x6171948a78c9c005648ef034be5ae3b2dec2535cdf437b2cf1f67d66f72e5073,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,24357.86,OP,optimism,2024-01-01
