to_project_name,amount,funding_date,from_funder_name,grant_name,grant_pool_name,metadata
btq,10000.00,2023-05-01,stellar,stellar_community_fund,scf-14,"{""application_name"": ""An Efficient Scaling Mechanism for Lattice-based Post-quantum Signatures"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec8aXet5GgcZpRYc"",""token_amount"": 104148.19,""token_unit"": ""XLM""}"
meru,50000.00,2023-04-28,stellar,stellar_community_fund,scf-14,"{""application_name"": ""Meru"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/reck9KKpu9MWkU3Bf"",""token_amount"": 525574.49,""token_unit"": ""XLM""}"
cashabroad,110025.00,2023-05-01,stellar,stellar_community_fund,scf-14,"{""application_name"": ""CashAbroad"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recrIwocQMrQbXS41"",""token_amount"": 1142081.82,""token_unit"": ""XLM""}"
kometpay,35000.00,2023-04-28,stellar,stellar_community_fund,scf-14,"{""application_name"": ""KometPay"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recuFZQfo6tloPz6e"",""token_amount"": 366690.56,""token_unit"": ""XLM""}"
soroban-learn,36000.00,2023-05-01,stellar,stellar_community_fund,scf-14,"{""application_name"": ""Soroban Learn"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recQJLUR6hmcS5vqh"",""token_amount"": 373687.29,""token_unit"": ""XLM""}"
autify-network,15000.00,2023-05-01,stellar,stellar_community_fund,scf-14,"{""application_name"": ""Autify Network"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recTAiDefI9ZNxR9E"",""token_amount"": 157861.5,""token_unit"": ""XLM""}"
soroban-smart-option-contract,10000.00,2023-04-28,stellar,stellar_community_fund,scf-14,"{""application_name"": ""Soroban Smart Option Contract"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recZCNsXQQM03va9Q"",""token_amount"": 104768.72,""token_unit"": ""XLM""}"
soroban-assistant,15000.00,2023-05-01,stellar,stellar_community_fund,scf-14,"{""application_name"": ""DYET (Do you even test?)"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec0jGQZos0pFphvx"",""token_amount"": 159318.08,""token_unit"": ""XLM""}"
assemblyscript-soroban-sdk,29600.00,2023-05-01,stellar,stellar_community_fund,scf-14,"{""application_name"": ""AssemblyScript Soroban SDK"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec2ypZv4xeGu177p"",""token_amount"": 307253.99,""token_unit"": ""XLM""}"
smart-deploy,75000.00,2023-04-28,stellar,stellar_community_fund,scf-14,"{""application_name"": ""Smart Deploy"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec3DmdhPUyEJWyWB"",""token_amount"": 785765.49,""token_unit"": ""XLM""}"
communidao,74000.00,2023-04-28,stellar,stellar_community_fund,scf-14,"{""application_name"": ""Stellar Dao Discord Bot"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recTGMVa9Utt1JQg5"",""token_amount"": 775288.62,""token_unit"": ""XLM""}"
planet-pay,48773.28,2023-05-01,stellar,stellar_community_fund,scf-14,"{""application_name"": ""Stellar Flow"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec6OemBgG8xOkFk1"",""token_amount"": 524547.99,""token_unit"": ""XLM""}"
