to_project_name,amount,funding_date,from_funder_name,grant_name,grant_pool_name,metadata
clob,72019.00,2024-08-12,stellar,stellar_community_fund,scf-29,"{""application_name"": ""CLOB DEX"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recyjcPV4GrExiwhR"",""token_amount"": 724389.28,""token_unit"": ""XLM""}"
silicore,31000.00,2024-08-05,stellar,stellar_community_fund,scf-29,"{""application_name"": ""Silicore"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recyN1rWGOVPFszvZ"",""token_amount"": 365280.87,""token_unit"": ""XLM""}"
borderdollar,95000.00,2024-08-07,stellar,stellar_community_fund,scf-29,"{""application_name"": ""BorderDollar - Invoice Finance"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recDTKZEE2PaegFTc"",""token_amount"": 1000104.22,""token_unit"": ""XLM""}"
ea-kazi,36000.00,2024-08-14,stellar,stellar_community_fund,scf-29,"{""application_name"": ""EA Kazi"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recFjl5hx6W6MpaKT"",""token_amount"": 369744.61,""token_unit"": ""XLM""}"
bondhive-onchain-fixed-deposit,100000.00,2024-08-13,stellar,stellar_community_fund,scf-29,"{""application_name"": ""BondHive:OnChain Fixed Deposit"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recFFYDdyYhSVQ9np"",""token_amount"": 1008355.23,""token_unit"": ""XLM""}"
decentrio,100000.00,2024-08-14,stellar,stellar_community_fund,scf-29,"{""application_name"": ""Soroban full-featured indexer"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec9Hr5X3cViYi8Te"",""token_amount"": 1027068.38,""token_unit"": ""XLM""}"
soroban-aissistant,42500.00,2024-08-14,stellar,stellar_community_fund,scf-29,"{""application_name"": ""Soroban AIssistant"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/reccr8QR0TDBxQWI8"",""token_amount"": 436504.06,""token_unit"": ""XLM""}"
reflector,100000.00,2024-08-08,stellar,stellar_community_fund,scf-29,"{""application_name"": ""Reflector DAO"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/receZeLlUlVSruadg"",""token_amount"": 993720.67,""token_unit"": ""XLM""}"
orbitcdp,80000.00,2024-08-09,stellar,stellar_community_fund,scf-29,"{""application_name"": ""OrbitCDP"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recgGLPg9l5ZoIcL5"",""token_amount"": 802914.57,""token_unit"": ""XLM""}"
nearx-dev-educational-program,65000.00,2024-08-12,stellar,stellar_community_fund,scf-29,"{""application_name"": ""Soroban Samba - Educational"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recgSPiti9D1KPRG3"",""token_amount"": 653790.02,""token_unit"": ""XLM""}"
hoops-finance,50000.00,2024-08-06,stellar,stellar_community_fund,scf-29,"{""application_name"": ""Hoops Finance"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rechiZHwFanNF1nnI"",""token_amount"": 551621.87,""token_unit"": ""XLM""}"
beans-app,99740.00,2024-08-14,stellar,stellar_community_fund,scf-29,"{""application_name"": ""Beans app - Cards & passkeys"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recl9kp1khhJSoxKF"",""token_amount"": 1024398,""token_unit"": ""XLM""}"
sendin,37500.00,2024-08-06,stellar,stellar_community_fund,scf-29,"{""application_name"": ""SendIN"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/reclOpHi3CxBBYPaO"",""token_amount"": 413716.4,""token_unit"": ""XLM""}"
chrysalis,49040.00,2024-08-05,stellar,stellar_community_fund,scf-29,"{""application_name"": ""Chrysalis"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/reclPkvuD4iqLs6E5"",""token_amount"": 577850.78,""token_unit"": ""XLM""}"
calimero-network,25000.00,2024-08-15,stellar,stellar_community_fund,scf-29,"{""application_name"": ""Calimero Network"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recoBk1kfi1SixVph"",""token_amount"": 256121.29,""token_unit"": ""XLM""}"
digicus,100000.00,2024-08-12,stellar,stellar_community_fund,scf-29,"{""application_name"": ""Digicus - from MVP to 1.0"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recoFbY3txQwrt3p2"",""token_amount"": 1005830.8,""token_unit"": ""XLM""}"
mystic-rwa-lending-market,47000.00,2024-08-13,stellar,stellar_community_fund,scf-29,"{""application_name"": ""Mystic - RWA lending market"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recqCzftyJOhfSKmB"",""token_amount"": 473926.95,""token_unit"": ""XLM""}"
connecting-balanced-to-stellar,72000.00,2024-08-09,stellar,stellar_community_fund,scf-29,"{""application_name"": ""Balanced to Stellar - Relay 2"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recsdvsPQ2rnhYmtS"",""token_amount"": 722623.12,""token_unit"": ""XLM""}"
