to_project_name,amount,funding_date,from_funder_name,grant_name,grant_pool_name,metadata
command-robotics,4656.48,2021-12-17,stellar,stellar_community_fund,scf-9,"{""application_name"": ""Command Robotics"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recyGPuk4TiBasCLl"",""token_amount"": 18658,""token_unit"": ""XLM""}"
alfred,215000.00,2021-12-17,stellar,stellar_community_fund,scf-9,"{""application_name"": ""Alfred Pay"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recGGvGWEBcaG43xj"",""token_amount"": 802328,""token_unit"": ""XLM""}"
benkiko-finance,38348.96,2021-12-20,stellar,stellar_community_fund,scf-9,"{""application_name"": ""Benkiko Finance"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recgkswpYe1ft72DP"",""token_amount"": 149270,""token_unit"": ""XLM""}"
simple-signer,10000.00,2021-12-17,stellar,stellar_community_fund,scf-9,"{""application_name"": ""Simple Signer"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recjPfbs3ntu7RyaZ"",""token_amount"": 37317,""token_unit"": ""XLM""}"
quidroo,55879.97,2021-12-17,stellar,stellar_community_fund,scf-9,"{""application_name"": ""Quidroo"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/reclXx6KR4ToWTPsG"",""token_amount"": 223905,""token_unit"": ""XLM""}"
skyhitz,55879.97,2021-12-17,stellar,stellar_community_fund,scf-9,"{""application_name"": ""Skyhitz"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/reclNj9OycGGm4lKW"",""token_amount"": 223905,""token_unit"": ""XLM""}"
kunst21-com,111600.00,2021-09-29,stellar,stellar_community_fund,scf-9,"{""application_name"": ""Kunst21.com"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recuF7Hw0AKUPuzrU"",""token_amount"": 407150.67,""token_unit"": ""XLM""}"
kotlin-stellar-sdk,11500.00,2021-12-20,stellar,stellar_community_fund,scf-9,"{""application_name"": ""Kotlin Stellar SDK"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recJkbPGJBY1VXyJ9"",""token_amount"": 42915,""token_unit"": ""XLM""}"
getpaid,192500.00,2021-12-20,stellar,stellar_community_fund,scf-9,"{""application_name"": ""GetPaid"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recNDS0b5hl2VKuFI"",""token_amount"": 718363,""token_unit"": ""XLM""}"
answerly,150000.00,2021-09-29,stellar,stellar_community_fund,scf-9,"{""application_name"": ""Answerly - Answer questions, get paid!"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recP1Xp2YnSfxoXHE"",""token_amount"": 547245.53,""token_unit"": ""XLM""}"
xbull,52340.82,2021-12-17,stellar,stellar_community_fund,scf-9,"{""application_name"": ""xBull Market"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recFqkCcGL7ABiF7G"",""token_amount"": 209724,""token_unit"": ""XLM""}"
stellar-c-sdk,48000.00,2021-12-20,stellar,stellar_community_fund,scf-9,"{""application_name"": ""Stellar C SDK"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/reccyvj0bBSK9Ty7O"",""token_amount"": 179124,""token_unit"": ""XLM""}"
stellar-global,100000.00,2022-01-12,stellar,stellar_community_fund,scf-9,"{""application_name"": ""Stellar Global"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/reckCItu7Q79QoTBF"",""token_amount"": 373176,""token_unit"": ""XLM""}"
tip-me,145000.00,2021-12-20,stellar,stellar_community_fund,scf-9,"{""application_name"": ""tip me - the global tip"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recrPNXsnMqfMFRXI"",""token_amount"": 541105,""token_unit"": ""XLM""}"
