to_project_name,amount,funding_date,from_funder_name,grant_name,grant_pool_name,metadata
kyc-token-ui-for-rwa,45000.0,2024-01-05,stellar,stellar_community_fund,scf-22,"{""application_name"": ""KYC Token & UI for RWA"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recK8gdGynSRyEhc5"",""token_amount"": 384944.39,""token_unit"": ""XLM""}"
flux,38000.0,2023-12-18,stellar,stellar_community_fund,scf-22,"{""application_name"": ""Flux"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recKRR940Gb200ZlO"",""token_amount"": 318791.9,""token_unit"": ""XLM""}"
ultra-stellar-lobstr,88000.0,2024-01-03,stellar,stellar_community_fund,scf-22,"{""application_name"": ""LOBSTR: new Soroban features"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recLPGmYh7sNVjRz7"",""token_amount"": 728476.82,""token_unit"": ""XLM""}"
catalyst-blockchain-manager,91800.0,2024-01-25,stellar,stellar_community_fund,scf-22,"{""application_name"": ""Catalyst Blockchain Manager"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recNpbO0bjz8Gs5DO"",""token_amount"": 819079.74,""token_unit"": ""XLM""}"
hana-wallet,50000.0,2023-12-15,stellar,stellar_community_fund,scf-22,"{""application_name"": ""Hana Wallet"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recQxCaMDVhJL85AO"",""token_amount"": 400865.9,""token_unit"": ""XLM""}"
social-podcast,9000.0,2023-12-15,stellar,stellar_community_fund,scf-22,"{""application_name"": ""Social & Podcast"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recRueDK3kkKGOg59"",""token_amount"": 72155.85,""token_unit"": ""XLM""}"
peer-flights-on-stellar,45000.0,2023-12-18,stellar,stellar_community_fund,scf-22,"{""application_name"": ""Peer: Flights on Stellar"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recUT585587cLfVlX"",""token_amount"": 377516.8,""token_unit"": ""XLM""}"
anticipatory-aid-on-soroban,50000.0,2023-12-19,stellar,stellar_community_fund,scf-22,"{""application_name"": ""Anticipatory Aid on Soroban"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recVeAOrdY2HNMbY3"",""token_amount"": 415869.6,""token_unit"": ""XLM""}"
anchor-transparency-node,40000.0,2023-12-15,stellar,stellar_community_fund,scf-22,"{""application_name"": ""Anchor Transparency Node"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recVxyQ6OUzSnT44d"",""token_amount"": 320692.7,""token_unit"": ""XLM""}"
borderless,82500.0,2024-01-03,stellar,stellar_community_fund,scf-22,"{""application_name"": ""Borderless Payments"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recWsJsebcTT9zF3Q"",""token_amount"": 682947.01,""token_unit"": ""XLM""}"
governance-modules-library,27000.0,2023-12-19,stellar,stellar_community_fund,scf-22,"{""application_name"": ""Governance Modules Library"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recX7oB3F68rVpdY1"",""token_amount"": 224569.6,""token_unit"": ""XLM""}"
ramm-global-retail-commerce,38500.0,2023-12-19,stellar,stellar_community_fund,scf-22,"{""application_name"": ""RAMM: Global Retail Commerce"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec3MBR9xIV3XOJw1"",""token_amount"": 320219.6,""token_unit"": ""XLM""}"
alliance-bridge,48000.0,2023-12-14,stellar,stellar_community_fund,scf-22,"{""application_name"": ""Estrela"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec4bVlu0r3K0SEzo"",""token_amount"": 384985.6,""token_unit"": ""XLM""}"
flutter-wallet-sdk,22000.0,2023-12-14,stellar,stellar_community_fund,scf-22,"{""application_name"": ""Flutter Wallet SDK"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec6KM9NQ4ajoMHTW"",""token_amount"": 176451.7,""token_unit"": ""XLM""}"
trustedplastic,49800.0,2023-12-19,stellar,stellar_community_fund,scf-22,"{""application_name"": ""TrustedPlastic"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recdFUWjyYR7VoqYC"",""token_amount"": 414206.1,""token_unit"": ""XLM""}"
typiqo,84400.0,2024-01-05,stellar,stellar_community_fund,scf-22,"{""application_name"": ""TYPIQO"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rech7PySqXaETT3Rl"",""token_amount"": 721984.6,""token_unit"": ""XLM""}"
sorobuild,44800.0,2023-12-15,stellar,stellar_community_fund,scf-22,"{""application_name"": ""SoroBuild"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rechkIWIYMI6GZOoP"",""token_amount"": 359175.8,""token_unit"": ""XLM""}"
triiyo,50303.0,2024-01-10,stellar,stellar_community_fund,scf-22,"{""application_name"": ""triiyo"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/reciecXOCIKXi5Urb"",""token_amount"": 438103.11,""token_unit"": ""XLM""}"
ziriz,48000.0,2024-01-10,stellar,stellar_community_fund,scf-22,"{""application_name"": ""Ziriz"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recjUkhIRe4D2YrhY"",""token_amount"": 418045.63,""token_unit"": ""XLM""}"
stellar-rust-sdk,48000.0,2024-01-03,stellar,stellar_community_fund,scf-22,"{""application_name"": ""Stellar RUST SDK Phase II"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recnNmjVZlXtzzEwc"",""token_amount"": 397350.99,""token_unit"": ""XLM""}"
stellar-light,13000.0,2024-01-10,stellar,stellar_community_fund,scf-22,"{""application_name"": ""Stellar Light"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recvrlsJ7CvVR5aLv"",""token_amount"": 113220.69,""token_unit"": ""XLM""}"
stellarstrides,14500.0,2023-12-15,stellar,stellar_community_fund,scf-22,"{""application_name"": ""StellarStrides"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recSjtVmMF6aLUoTp"",""token_amount"": 116251.1,""token_unit"": ""XLM""}"
spatium-wallet,35200.0,2024-01-03,stellar,stellar_community_fund,scf-22,"{""application_name"": ""Stellar-Spatium: New TRX Types"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recZ46kabInkWZT9Q"",""token_amount"": 291390.72,""token_unit"": ""XLM""}"
