to_project_name,amount,funding_date,from_funder_name,grant_name,grant_pool_name,metadata
kata-games,25000.0,2022-12-09,stellar,stellar_community_fund,scf-11,"{""application_name"": ""Kata.Games - Sharing platform"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recHtbbed2g2fGLlZ"",""token_amount"": 286730,""token_unit"": ""XLM""}"
paystreme,50000.0,2022-12-09,stellar,stellar_community_fund,scf-11,"{""application_name"": ""Paystreme"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recHSkknw3I5dlCDK"",""token_amount"": 573460,""token_unit"": ""XLM""}"
elsa-wallet-banking-filipinos,95000.0,2022-12-09,stellar,stellar_community_fund,scf-11,"{""application_name"": ""Elsa Wallet: Banking Filipinos"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec98Nb2sLU0GFRvp"",""token_amount"": 1089574,""token_unit"": ""XLM""}"
kotani-pay,100000.0,2022-12-09,stellar,stellar_community_fund,scf-11,"{""application_name"": ""Kotani Pay"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec9ylKAGxTVT4Lex"",""token_amount"": 1146920,""token_unit"": ""XLM""}"
horizon-as-a-service,2500.0,2022-12-09,stellar,stellar_community_fund,scf-11,"{""application_name"": ""Horizon-as-a-service"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recekYNQEoPjP1Did"",""token_amount"": 28673,""token_unit"": ""XLM""}"
chronospay,65000.0,2022-12-15,stellar,stellar_community_fund,scf-11,"{""application_name"": ""Chronospay"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recqUH2wcPLJ4Yy7j"",""token_amount"": 745498,""token_unit"": ""XLM""}"
anchain-ai,195000.0,2022-12-09,stellar,stellar_community_fund,scf-11,"{""application_name"": ""CISO/BEI Stellar integration"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recuNwIpd0qywbkzi"",""token_amount"": 2236495,""token_unit"": ""XLM""}"
scam-flagging-system,10000.0,2022-12-09,stellar,stellar_community_fund,scf-11,"{""application_name"": ""Scam Flagging System"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recJj84gbiQVNojVa"",""token_amount"": 114692,""token_unit"": ""XLM""}"
empowch,25000.0,2022-12-14,stellar,stellar_community_fund,scf-11,"{""application_name"": ""Empowch"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recLsBtTbsX1MST6w"",""token_amount"": 286730,""token_unit"": ""XLM""}"
cashabroad,10000.0,2022-12-09,stellar,stellar_community_fund,scf-11,"{""application_name"": ""CashAbroad"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recRhRDNW8zDJZBPA"",""token_amount"": 114692,""token_unit"": ""XLM""}"
