to_project_name,amount,funding_date,from_funder_name,grant_name,grant_pool_name,metadata
bravepay-,200000.0,2022-12-09,stellar,stellar_community_fund,scf-11,"{""application_name"": ""BravePay: New Era of payments"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recTgnhXkShvxMuZb"",""token_amount"": 2293841,""token_unit"": ""XLM""}"
mythforge,15000.0,2022-12-09,stellar,stellar_community_fund,scf-11,"{""application_name"": ""Mythforge"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recVFqjqi3AZbPdfb"",""token_amount"": 172038,""token_unit"": ""XLM""}"
mojoflower,47500.0,2022-12-09,stellar,stellar_community_fund,scf-11,"{""application_name"": ""Flora"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec2zLlTCpBSzq6XL"",""token_amount"": 544787,""token_unit"": ""XLM""}"
snnac,7500.0,2022-12-09,stellar,stellar_community_fund,scf-11,"{""application_name"": ""SNNAC - Stellar NFT NFC ACcess"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec7rqjVZKmExp44A"",""token_amount"": 86019,""token_unit"": ""XLM""}"
wirecash,100000.0,2022-12-09,stellar,stellar_community_fund,scf-11,"{""application_name"": ""Wirecash"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rectAXtdhsFXyPWfP"",""token_amount"": 1146920,""token_unit"": ""XLM""}"
stellarcarbon,37000.0,2022-12-09,stellar,stellar_community_fund,scf-11,"{""application_name"": ""Stellarcarbon"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recLcwrhYkZd6qH2o"",""token_amount"": 424360,""token_unit"": ""XLM""}"
sorobanpulse,30000.0,2022-12-09,stellar,stellar_community_fund,scf-11,"{""application_name"": ""StellarPulse"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recPl3UvHNe1nngVy"",""token_amount"": 344076,""token_unit"": ""XLM""}"
stex,17000.0,2022-12-12,stellar,stellar_community_fund,scf-11,"{""application_name"": ""sTeX"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recYsvymcjyhXY4XV"",""token_amount"": 194976,""token_unit"": ""XLM""}"
spacewalk,100000.0,2022-12-09,stellar,stellar_community_fund,scf-11,"{""application_name"": ""Spacewalk"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recY3x0bUhYwPUUSY"",""token_amount"": 1146920,""token_unit"": ""XLM""}"
zig3v2,2500.0,2022-12-12,stellar,stellar_community_fund,scf-11,"{""application_name"": ""Zig3v2"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recZ1SF2QkpUgMr2U"",""token_amount"": 28673,""token_unit"": ""XLM""}"
