to_project_name,amount,funding_date,from_funder_name,grant_name,grant_pool_name,metadata
excellar,100000.0,2024-08-08,stellar,stellar_community_fund,scf-26,"{""application_name"": ""Excellar-Yield Bridge"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recNUN3okJAGoV8i9"",""token_amount"": 993720.67,""token_unit"": ""XLM""}"
peer-flights-on-stellar,100000.0,2024-05-09,stellar,stellar_community_fund,scf-26,"{""application_name"": ""Peer: The everything app."",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recQmFbAAi5u83EE5"",""token_amount"": 939166.43,""token_unit"": ""XLM""}"
findtruman,21998.0,2024-05-03,stellar,stellar_community_fund,scf-26,"{""application_name"": ""FindTruman"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recSLvwi5PteSRWO9"",""token_amount"": 198428.84,""token_unit"": ""XLM""}"
borderdollar,38000.0,2024-05-09,stellar,stellar_community_fund,scf-26,"{""application_name"": ""BorderDollar - Invoice Finance"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recTfc2QWaiOjUbg9"",""token_amount"": 356883.24,""token_unit"": ""XLM""}"
scopex,30000.0,2024-04-19,stellar,stellar_community_fund,scf-26,"{""application_name"": ""ScopeX: Remittance for Indians"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recVBPIbN6ojsDcHK"",""token_amount"": 267668.1,""token_unit"": ""XLM""}"
clixpesa,35050.0,2024-04-25,stellar,stellar_community_fund,scf-26,"{""application_name"": ""Clixpesa"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recVDX0W60gkrJKWP"",""token_amount"": 310012.93,""token_unit"": ""XLM""}"
clear,45000.0,2024-04-24,stellar,stellar_community_fund,scf-26,"{""application_name"": ""Clear - Liquidity for payments"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recZI6G0tdDrevSQz"",""token_amount"": 384424.81,""token_unit"": ""XLM""}"
muwp-unleash-stellar-s-defi,45100.0,2024-05-03,stellar,stellar_community_fund,scf-26,"{""application_name"": ""MUWP - Unleash Stellar’s DeFi"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec0qoMTxCX2xgOAZ"",""token_amount"": 406816.1,""token_unit"": ""XLM""}"
cyvers,49996.0,2024-04-19,stellar,stellar_community_fund,scf-26,"{""application_name"": ""CyVers - Web3 Proactive Protec"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec06I0eNKQ4gWeOq"",""token_amount"": 446077.81,""token_unit"": ""XLM""}"
earnbit,47293.0,2024-04-18,stellar,stellar_community_fund,scf-26,"{""application_name"": ""EarnBIT x Stellar"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec0xYw97aaoZa9lA"",""token_amount"": 431041.39,""token_unit"": ""XLM""}"
pretium-finance,10000.0,2024-04-24,stellar,stellar_community_fund,scf-26,"{""application_name"": ""Pretium Finance"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec5qqmSTk1OR3njh"",""token_amount"": 85427.73,""token_unit"": ""XLM""}"
reflector,100000.0,2024-05-15,stellar,stellar_community_fund,scf-26,"{""application_name"": ""Reflector | CEX price feeds"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec6KwJXq7HNQpjAb"",""token_amount"": 944871.47,""token_unit"": ""XLM""}"
myaza,39771.0,2024-04-26,stellar,stellar_community_fund,scf-26,"{""application_name"": ""Myaza"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec7so7Dp8MsWFhTS"",""token_amount"": 349965.9,""token_unit"": ""XLM""}"
wagent,43400.0,2024-05-07,stellar,stellar_community_fund,scf-26,"{""application_name"": ""Wagent"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recyhHu5bchmieL0C"",""token_amount"": 395911.7,""token_unit"": ""XLM""}"
starloom,45900.0,2024-04-19,stellar,stellar_community_fund,scf-26,"{""application_name"": ""StarLoom [SocioFi Launchpad]"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recFkcjDsQUBAKlma"",""token_amount"": 409532.19,""token_unit"": ""XLM""}"
tauvlo,100000.0,2024-05-10,stellar,stellar_community_fund,scf-26,"{""application_name"": ""tauvlo - tokenized real estate"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rece6tiLTFxaIp9T8"",""token_amount"": 929248.85,""token_unit"": ""XLM""}"
storehouse-gold-to-stellar,50000.0,2024-04-29,stellar,stellar_community_fund,scf-26,"{""application_name"": ""Storehouse Gold to Stellar"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recfvoyPLkwH0dEX8"",""token_amount"": 451577.35,""token_unit"": ""XLM""}"
token-tails,48000.0,2024-04-25,stellar,stellar_community_fund,scf-26,"{""application_name"": ""Token Tails"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/reco9b4GbncGKoSNb"",""token_amount"": 424554.08,""token_unit"": ""XLM""}"
usdc-swap-stellar-cctp-bridge,50000.0,2024-05-07,stellar,stellar_community_fund,scf-26,"{""application_name"": ""USDC Swap: Stellar CCTP Bridge"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recqE4Pq1SlYXqzuC"",""token_amount"": 456119.48,""token_unit"": ""XLM""}"
anclap,100000.0,2024-05-21,stellar,stellar_community_fund,scf-26,"{""application_name"": ""Stellar Prepaid Cards in Peru"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recL0SgcprAhb6uSy"",""token_amount"": 902263.24,""token_unit"": ""XLM""}"
stellar-tools,18700.0,2024-05-07,stellar,stellar_community_fund,scf-26,"{""application_name"": ""Stellar Tools"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recL4qatBTjJgJh85"",""token_amount"": 170588.68,""token_unit"": ""XLM""}"
mykobo,50000.0,2024-05-07,stellar,stellar_community_fund,scf-26,"{""application_name"": ""Stablecoin funded virtual card"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec3sQ468s3T2l5yD"",""token_amount"": 456119.48,""token_unit"": ""XLM""}"
