to_project_name,amount,funding_date,from_funder_name,grant_name,grant_pool_name,metadata
smilepay,50000.00,2022-07-12,stellar,stellar_community_fund,scf-10,"{""application_name"": ""Smilepay"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/reccZhjIQWWzQ12PS"",""token_amount"": 470189,""token_unit"": ""XLM""}"
pluto-loans-b2b,48480.00,2022-07-12,stellar,stellar_community_fund,scf-10,"{""application_name"": ""Pluto Loans"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/reccHsP7ESotRVcIv"",""token_amount"": 455896,""token_unit"": ""XLM""}"
mythforge,20000.00,2022-07-12,stellar,stellar_community_fund,scf-10,"{""application_name"": ""MythForge"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rece5621BPO0nMFIe"",""token_amount"": 188075,""token_unit"": ""XLM""}"
skyhitz,120000.00,2022-07-12,stellar,stellar_community_fund,scf-10,"{""application_name"": ""Skyhitz II"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recgnjAu0uHmoQNGJ"",""token_amount"": 1128455,""token_unit"": ""XLM""}"
assemblyscript-soroban-sdk,59000.00,2022-07-12,stellar,stellar_community_fund,scf-10,"{""application_name"": ""AssemlyScript smart contracts SDK"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rechLNmH8fN9cBMQM"",""token_amount"": 554824,""token_unit"": ""XLM""}"
elixir-stellar-sdk,12000.00,2022-07-12,stellar,stellar_community_fund,scf-10,"{""application_name"": ""Elixir Stellar SDK"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recipARqM4ji5SJK4"",""token_amount"": 112845,""token_unit"": ""XLM""}"
beans-app,220000.00,2022-07-13,stellar,stellar_community_fund,scf-10,"{""application_name"": ""Beans app"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/reclezdtsxQM16L25"",""token_amount"": 2068835,""token_unit"": ""XLM""}"
edunode,77200.00,2022-07-12,stellar,stellar_community_fund,scf-10,"{""application_name"": ""EduNode"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recxNxDjV3irG2b3s"",""token_amount"": 725973,""token_unit"": ""XLM""}"
link-io,50000.00,2022-07-12,stellar,stellar_community_fund,scf-10,"{""application_name"": ""LINK"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recWONcXU1LVBGZfQ"",""token_amount"": 470189,""token_unit"": ""XLM""}"
bp-ventures,125000.00,2022-07-13,stellar,stellar_community_fund,scf-10,"{""application_name"": ""BP Ventures"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec1UP0te2eVEQ6o0"",""token_amount"": 1175474,""token_unit"": ""XLM""}"
sentit,55000.00,2022-07-12,stellar,stellar_community_fund,scf-10,"{""application_name"": ""Sentit"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec54XD3QmAUoMA1r"",""token_amount"": 517208,""token_unit"": ""XLM""}"
synced-geo-bounties,50000.00,2022-07-12,stellar,stellar_community_fund,scf-10,"{""application_name"": ""Synced Geo-Bounties"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/reckgIzUF9nRueLhU"",""token_amount"": 470189,""token_unit"": ""XLM""}"
source-of-tales,7500.00,2022-07-12,stellar,stellar_community_fund,scf-10,"{""application_name"": ""Source of Tales"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recMAwrPuhoeSNk05"",""token_amount"": 70528,""token_unit"": ""XLM""}"
the-blue-marble,180000.00,2022-07-12,stellar,stellar_community_fund,scf-10,"{""application_name"": ""The Blue Marble"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recWL9vRV4LDN339Q"",""token_amount"": 1692683,""token_unit"": ""XLM""}"
vitreous,50000.00,2022-07-12,stellar,stellar_community_fund,scf-10,"{""application_name"": ""Vitreous"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec4Nwk1DCefv8BKu"",""token_amount"": 470189,""token_unit"": ""XLM""}"
