to_project_name,amount,funding_date,from_funder_name,grant_name,grant_pool_name,metadata
elio-dao,148200.00,2023-06-07,stellar,stellar_community_fund,scf-15,"{""application_name"": ""Elio DAO"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recAn7u7cJ9KA3AEd"",""token_amount"": 1678743.73,""token_unit"": ""XLM""}"
chainlink-oracles-relayer,38400.00,2023-06-07,stellar,stellar_community_fund,scf-15,"{""application_name"": ""Chainlink Oracles Relayer"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recHahmCLtNhZaCUg"",""token_amount"": 433899.95,""token_unit"": ""XLM""}"
anchain-ai,95000.00,2023-06-08,stellar,stellar_community_fund,scf-15,"{""application_name"": ""AnChain.AI - Tenzing Smart Contract Catalog"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec8A43DCXVKh78FI"",""token_amount"": 1062447.53,""token_unit"": ""XLM""}"
soroban-smart-option-contract,51500.00,2023-06-05,stellar,stellar_community_fund,scf-15,"{""application_name"": ""Soroban Smart Option Contract (Part 2)"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recm80YHqumL7qKsJ"",""token_amount"": 566307.46,""token_unit"": ""XLM""}"
beans-app,96640.00,2023-06-07,stellar,stellar_community_fund,scf-15,"{""application_name"": ""Beans app"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recoZCxDJu6l9Sy9S"",""token_amount"": 1091981.57,""token_unit"": ""XLM""}"
link-io,140000.00,2023-06-08,stellar,stellar_community_fund,scf-15,"{""application_name"": ""LINK Business"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recIf1jFrLDhF2wvL"",""token_amount"": 1590331.25,""token_unit"": ""XLM""}"
pluto-loans-b2b,92700.00,2023-06-07,stellar,stellar_community_fund,scf-15,"{""application_name"": ""Pluto Loans B2B"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recVYQzThUCdFa0N5"",""token_amount"": 1047461.62,""token_unit"": ""XLM""}"
reflector,148840.00,2023-06-07,stellar,stellar_community_fund,scf-15,"{""application_name"": ""Reflector"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recWtqpdZ2UzVkfhe"",""token_amount"": 1681814.33,""token_unit"": ""XLM""}"
okashi,124800.00,2023-06-05,stellar,stellar_community_fund,scf-15,"{""application_name"": ""useSoroban.app II"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recdmXC3u5HWsR7tq"",""token_amount"": 120037.09,""token_unit"": ""XLM""}"
trilobyte,119000.00,2023-06-07,stellar,stellar_community_fund,scf-15,"{""application_name"": ""Trilobyte"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recq35w2zW5FQu4tY"",""token_amount"": 1327514.12,""token_unit"": ""XLM""}"
soroswap-finance,57600.00,2023-06-07,stellar,stellar_community_fund,scf-15,"{""application_name"": ""Soroswap Protocol"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recQcIB562ZHDFqdJ"",""token_amount"": 650849.93,""token_unit"": ""XLM""}"
