to_project_name,amount,funding_date,from_funder_name,grant_name,grant_pool_name,metadata
public-node,150000.0,2023-04-05,stellar,stellar_community_fund,scf-13,"{""application_name"": ""Public Node"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recyLIn8jG3DJVJz3"",""token_amount"": 1440467.95,""token_unit"": ""XLM""}"
fxdao,74800.0,2023-04-04,stellar,stellar_community_fund,scf-13,"{""application_name"": ""FxDAO"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recAC4HtF0qVZ5yww"",""token_amount"": 719082.52,""token_unit"": ""XLM""}"
dogstar,14755.0,2023-05-01,stellar,stellar_community_fund,scf-13,"{""application_name"": ""Dogstar"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recDYN78xOLfo2AUv"",""token_amount"": 157861.5,""token_unit"": ""XLM""}"
comet,150000.0,2023-04-05,stellar,stellar_community_fund,scf-13,"{""application_name"": ""Comet"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recG7Kj7ouwAFP2XY"",""token_amount"": 1425870.79,""token_unit"": ""XLM""}"
haciendo-stellar,27420.0,2023-05-02,stellar,stellar_community_fund,scf-13,"{""application_name"": ""Haciendo Stellar"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec9lcpC8qKgb7Tyc"",""token_amount"": 291585.29,""token_unit"": ""XLM""}"
bes-metaverse,7500.0,2023-03-31,stellar,stellar_community_fund,scf-13,"{""application_name"": ""BES Metaverse"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recfi8EB1253ZsHjO"",""token_amount"": 68138.45,""token_unit"": ""XLM""}"
spatium-wallet,148000.0,2023-04-05,stellar,stellar_community_fund,scf-13,"{""application_name"": ""Integration of Stellar blockchain into Spatium Wallet Builder solution"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recKUYCRQLT6Vq3Pj"",""token_amount"": 1418885.88,""token_unit"": ""XLM""}"
chaincerts,75000.0,2023-04-05,stellar,stellar_community_fund,scf-13,"{""application_name"": ""Chaincerts"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recSJaZLVz2YEGn0b"",""token_amount"": 719030.01,""token_unit"": ""XLM""}"
horizon-as-a-service,30000.0,2023-04-06,stellar,stellar_community_fund,scf-13,"{""application_name"": ""Horizon-as-a-Service"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recYP22jRMBNgKhaU"",""token_amount"": 288066.29,""token_unit"": ""XLM""}"
qolaq-mutual-aid-platform,150000.0,2023-04-04,stellar,stellar_community_fund,scf-13,"{""application_name"": ""Qolaq Mutual Aid Platform (MAP)"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec5E23kDxA8mUFZP"",""token_amount"": 1442010.41,""token_unit"": ""XLM""}"
xycloans,31800.0,2023-04-05,stellar,stellar_community_fund,scf-13,"{""application_name"": ""XycLoans"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recbjvBMO5YVW5op0"",""token_amount"": 304868.72,""token_unit"": ""XLM""}"
sorobix,40000.0,2023-04-06,stellar,stellar_community_fund,scf-13,"{""application_name"": ""Sorobix"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recgHtdnSOVB0qjp0"",""token_amount"": 384088.39,""token_unit"": ""XLM""}"
okashi,82000.0,2023-04-04,stellar,stellar_community_fund,scf-13,"{""application_name"": ""useSoroban.app"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recrMvxb9uFph97RM"",""token_amount"": 788299.02,""token_unit"": ""XLM""}"
the-blue-marble,148000.0,2023-04-06,stellar,stellar_community_fund,scf-13,"{""application_name"": ""The Blue Marble - Web3 Made Easy"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recwogHqVCwITwGrG"",""token_amount"": 1421127.07,""token_unit"": ""XLM""}"
tellus-cooperative,85232.96,2023-04-04,stellar,stellar_community_fund,scf-13,"{""application_name"": ""Tellus Cooperative"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recxS5yNLj2xXzQiO"",""token_amount"": 819378.67,""token_unit"": ""XLM""}"
