to_project_name,amount,funding_date,from_funder_name,grant_name,grant_pool_name,metadata
extractor-soroban-security,50000.0,2023-12-15,stellar,stellar_community_fund,scf-21,"{""application_name"": ""Extractor - Soroban Security"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recUoH70iB9pNdgYR"",""token_amount"": 400865.9,""token_unit"": ""XLM""}"
glo-foundation,13000.0,2023-11-27,stellar,stellar_community_fund,scf-21,"{""application_name"": ""Glo Dollar (USDGLO) on Stellar"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recYngYa4zx3MwZa9"",""token_amount"": 112311,""token_unit"": ""XLM""}"
paychant,100000.0,2023-11-29,stellar,stellar_community_fund,scf-21,"{""application_name"": ""Anchor On & off-ramp in Africa"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec0PwqUKV2KdEvpm"",""token_amount"": 843525.9,""token_unit"": ""XLM""}"
smart-deploy,39900.0,2023-12-06,stellar,stellar_community_fund,scf-21,"{""application_name"": ""Smart Deploy"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec1vVPm4VMQCb6ZK"",""token_amount"": 319511.3,""token_unit"": ""XLM""}"
fixed-rate-fixie,4900.0,2023-09-29,stellar,stellar_community_fund,scf-21,"{""application_name"": ""Polaris Lend (Former 'fixie')"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec1JSgNcanaFgHJ5"",""token_amount"": 42310.68,""token_unit"": ""XLM""}"
orbitcdp,17000.0,2024-01-31,stellar,stellar_community_fund,scf-21,"{""application_name"": ""OrbitCDP: Part 2 of budget"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec5F9VZMtI9VazK9"",""token_amount"": 155269.6,""token_unit"": ""XLM""}"
fx-swap-by-hedgehog,42450.0,2023-12-19,stellar,stellar_community_fund,scf-21,"{""application_name"": ""FX Swap by Hedgehog"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec5LpAd2YYGkMTnZ"",""token_amount"": 353073.3,""token_unit"": ""XLM""}"
cross-chain-stellar-bridging,44700.0,2023-12-06,stellar,stellar_community_fund,scf-21,"{""application_name"": ""Cross-chain Stellar bridging"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec7xEbpvjIbAMnxo"",""token_amount"": 357948.8,""token_unit"": ""XLM""}"
soroswap-finance,100000.0,2023-12-19,stellar,stellar_community_fund,scf-21,"{""application_name"": ""Soroswap.Finance Aggregator"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recfVynUAvAjZO4Nj"",""token_amount"": 831739.2,""token_unit"": ""XLM""}"
typiqo,8480.0,2023-10-06,stellar,stellar_community_fund,scf-21,"{""application_name"": ""TYPIQO - POI Submission"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recTIvCjTMsBlJOkP"",""token_amount"": 76472.17,""token_unit"": ""XLM""}"
tap4change,80608.0,2023-12-05,stellar,stellar_community_fund,scf-21,"{""application_name"": ""TAP4Change (PoI submission)"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recX2xrCk7WLPVew0"",""token_amount"": 674363.2,""token_unit"": ""XLM""}"
soroban-learn,62000.0,2023-11-29,stellar,stellar_community_fund,scf-21,"{""application_name"": ""SorobanLearn"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recYWCrhSDvEopByV"",""token_amount"": 522986.1,""token_unit"": ""XLM""}"
alliance-bridge,100000.0,2024-01-17,stellar,stellar_community_fund,scf-21,"{""application_name"": ""Estrela"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec0QYw0K1U0wTGlU"",""token_amount"": 831808.4,""token_unit"": ""XLM""}"
ichifarm,100000.0,2024-01-17,stellar,stellar_community_fund,scf-21,"{""application_name"": ""Solo Labs"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec0QYw0K1U0wTGlU"",""token_amount"": 831808.4,""token_unit"": ""XLM""}"
switchlyprotocol,100000.0,2024-01-17,stellar,stellar_community_fund,scf-21,"{""application_name"": ""Stellar Women Bootcamp"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec0QYw0K1U0wTGlU"",""token_amount"": 831808.4,""token_unit"": ""XLM""}"
zkcross-network,100000.0,2024-01-17,stellar,stellar_community_fund,scf-21,"{""application_name"": ""Stellar ZKCrossDEX"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec0QYw0K1U0wTGlU"",""token_amount"": 831808.4,""token_unit"": ""XLM""}"
xycloo,100000.0,2024-01-17,stellar,stellar_community_fund,scf-21,"{""application_name"": ""XYCLoans"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec0QYw0K1U0wTGlU"",""token_amount"": 831808.4,""token_unit"": ""XLM""}"
