to_project_name,amount,funding_date,from_funder_name,grant_name,grant_pool_name,metadata
formal-verso,50000.0,2023-11-15,stellar,stellar_community_fund,scf-20,"{""application_name"": ""Formal VerSo"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recSrr56oFNwtem56"",""token_amount"": 416770.9,""token_unit"": ""XLM""}"
solang-hyperledger-solang,15000.0,2023-11-09,stellar,stellar_community_fund,scf-20,"{""application_name"": ""Solidity Contracts on Soroban"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recWWbmWDvFunh3xR"",""token_amount"": 115955.5,""token_unit"": ""XLM""}"
carmineoptions,50000.0,2023-11-06,stellar,stellar_community_fund,scf-20,"{""application_name"": ""DeRisk - Monitoring DeFi risks"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recWVVLF0ufdI0y0Z"",""token_amount"": 375968.1,""token_unit"": ""XLM""}"
rwa-tokenization-on-stellar,50000.0,2023-12-06,stellar,stellar_community_fund,scf-20,"{""application_name"": ""RWA Tokenization on Stellar"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recXjFURUH3LkyzQA"",""token_amount"": 400390.1,""token_unit"": ""XLM""}"
kmac-state-machine-template,7500.0,2023-11-07,stellar,stellar_community_fund,scf-20,"{""application_name"": ""KMAC State Machine Template"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recY4eR4uXNvkXnAG"",""token_amount"": 60086.52,""token_unit"": ""XLM""}"
qstn,2500.0,2023-10-02,stellar,stellar_community_fund,scf-20,"{""application_name"": ""QSTN"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recZdJNenl5amnxbv"",""token_amount"": 21587.08,""token_unit"": ""XLM""}"
bank2bit,48000.0,2023-12-05,stellar,stellar_community_fund,scf-20,"{""application_name"": ""Bank2Bit by Bloxcross"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recZRSwovS4aApiHA"",""token_amount"": 398436.5,""token_unit"": ""XLM""}"
anchain-ai,50000.0,2023-11-09,stellar,stellar_community_fund,scf-20,"{""application_name"": ""AnChain.AI Web3SOC"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec0XJ3vYm5B0cls9"",""token_amount"": 386518.2,""token_unit"": ""XLM""}"
ionize-stellar-asset-bridge,30000.0,2023-10-31,stellar,stellar_community_fund,scf-20,"{""application_name"": ""Ionize: Stellar Asset Bridge"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec1ZAs0f7cw3mGFX"",""token_amount"": 251551.23,""token_unit"": ""XLM""}"
satellite-we-work-out,24960.0,2023-11-09,stellar,stellar_community_fund,scf-20,"{""application_name"": ""Satellite + We Work Out"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec19jhYls3BBJx9H"",""token_amount"": 192949.9,""token_unit"": ""XLM""}"
borderless,43000.0,2023-11-09,stellar,stellar_community_fund,scf-20,"{""application_name"": ""Borderless"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec32utFP3jR18fr7"",""token_amount"": 332405.7,""token_unit"": ""XLM""}"
okashi,100000.0,2023-11-14,stellar,stellar_community_fund,scf-20,"{""application_name"": ""Okashi - Production Release"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec3E6adszfXUHoyR"",""token_amount"": 831808.4,""token_unit"": ""XLM""}"
emigro,33920.0,2023-11-14,stellar,stellar_community_fund,scf-20,"{""application_name"": ""Emigro Launch"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec3V2931dtXFcoML"",""token_amount"": 282149.4,""token_unit"": ""XLM""}"
kwickbit-corp-defi-accounting,39000.0,2023-11-09,stellar,stellar_community_fund,scf-20,"{""application_name"": ""KwickBit: Compliance made easy"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec4NbrgB4FWGVIm4"",""token_amount"": 301484.2,""token_unit"": ""XLM""}"
chainsatlas,49240.0,2023-12-19,stellar,stellar_community_fund,scf-20,"{""application_name"": ""ChainsAtlas/VirtualizationUnit"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec6i1x0pe4BSySPD"",""token_amount"": 409548.4,""token_unit"": ""XLM""}"
steepx-stellar-explorer,19600.0,2023-11-14,stellar,stellar_community_fund,scf-20,"{""application_name"": ""Stellar Explorer"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/reccUoeNl7hFKThtM"",""token_amount"": 163034.4,""token_unit"": ""XLM""}"
walletban,20000.0,2023-11-06,stellar,stellar_community_fund,scf-20,"{""application_name"": ""Walletban"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recdrPETj4S6sFkPc"",""token_amount"": 150387.2,""token_unit"": ""XLM""}"
stroopy-ai,21370.0,2023-10-31,stellar,stellar_community_fund,scf-20,"{""application_name"": ""Stroopy.AI"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recrI2qG6eVcHi3MA"",""token_amount"": 179188.32,""token_unit"": ""XLM""}"
sorobanmath,40000.0,2023-12-05,stellar,stellar_community_fund,scf-20,"{""application_name"": ""SorobanMath"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recLrZzcvzjqBngsh"",""token_amount"": 332030.4,""token_unit"": ""XLM""}"
sorosan,29000.0,2023-11-06,stellar,stellar_community_fund,scf-20,"{""application_name"": ""Sorosan"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recOUvfemPw2HWWtK"",""token_amount"": 218061.5,""token_unit"": ""XLM""}"
stellargpt,25000.0,2023-11-29,stellar,stellar_community_fund,scf-20,"{""application_name"": ""StellarGPT"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec3J9EW3GQO3lgXR"",""token_amount"": 210881.5,""token_unit"": ""XLM""}"
sorobanpulse,97500.0,2023-11-20,stellar,stellar_community_fund,scf-20,"{""application_name"": ""SorobanPulse v2"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec78cnFmi3n9aMxx"",""token_amount"": 805252.7,""token_unit"": ""XLM""}"
sorscan,33500.0,2023-11-29,stellar,stellar_community_fund,scf-20,"{""application_name"": ""Sorscan"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec7zAshryot9zFyx"",""token_amount"": 282581.2,""token_unit"": ""XLM""}"
