to_project_name,amount,funding_date,from_funder_name,grant_name,grant_pool_name,metadata
clob,14792.1,2023-10-24,stellar,stellar_community_fund,scf-20,"{""application_name"": ""CLOB (A Central Limit Order Book)"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recybx0H21Mma9nmz"",""token_amount"": 125378.03,""token_unit"": ""XLM""}"
phoenix,100000.0,2023-11-14,stellar,stellar_community_fund,scf-20,"{""application_name"": ""Phoenix Hub v2"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recyJLOWkdnsGtimI"",""token_amount"": 831808.4,""token_unit"": ""XLM""}"
soroban-react-paltalabs,25000.0,2023-11-07,stellar,stellar_community_fund,scf-20,"{""application_name"": ""@soroban-react and Boilerplate"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recBHrtJV6ztGGICQ"",""token_amount"": 200288.4,""token_unit"": ""XLM""}"
scout,50000.0,2023-11-09,stellar,stellar_community_fund,scf-20,"{""application_name"": ""Scout - Soroban Smart Contract"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec9qEUMQyHnfk1ln"",""token_amount"": 386518.2,""token_unit"": ""XLM""}"
skopa,37840.0,2023-12-05,stellar,stellar_community_fund,scf-20,"{""application_name"": ""Skopa"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recagcYqPo0lfLMtO"",""token_amount"": 314100.7,""token_unit"": ""XLM""}"
alliance-bridge,50000.0,2023-11-07,stellar,stellar_community_fund,scf-20,"{""application_name"": ""Allbridge Core"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recbUS7phMUCfxP6V"",""token_amount"": 400576.8,""token_unit"": ""XLM""}"
reflector,96000.0,2023-11-15,stellar,stellar_community_fund,scf-20,"{""application_name"": ""Reflector | Expansion"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recfrasfvgSGAXEZD"",""token_amount"": 800200.1,""token_unit"": ""XLM""}"
aurapay,36300.0,2023-11-15,stellar,stellar_community_fund,scf-20,"{""application_name"": ""Aura | A Stellar EURC on-ramp"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recjKlTlDgoV5dgAr"",""token_amount"": 302575.6,""token_unit"": ""XLM""}"
communidao,75600.0,2023-11-14,stellar,stellar_community_fund,scf-20,"{""application_name"": ""CommuniDAO - A NFT Member DAO"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recJqAK96rS4QEe0v"",""token_amount"": 628847.1,""token_unit"": ""XLM""}"
diadata-org,38000.0,2023-11-15,stellar,stellar_community_fund,scf-20,"{""application_name"": ""DIA Oracles on Soroban"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recQH7t1KOVb8jBOH"",""token_amount"": 316745.9,""token_unit"": ""XLM""}"
