to_project_name,amount,funding_date,from_funder_name,grant_name,grant_pool_name,metadata
emigro,96000.0,2024-04-09,stellar,stellar_community_fund,scf-25,"{""application_name"": ""Emigro Pix"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recrEOmS40AmR6y25"",""token_amount"": 718920.72,""token_unit"": ""XLM""}"
sorobanhub,32000.0,2024-03-26,stellar,stellar_community_fund,scf-25,"{""application_name"": ""SorobanHub"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recxRNH1fR2fkoj4w"",""token_amount"": 233815.57,""token_unit"": ""XLM""}"
phoenix,94500.0,2024-04-18,stellar,stellar_community_fund,scf-25,"{""application_name"": ""Phoenix Hub v3 NFT Marketplace"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recI6IVWB26SsKBbx"",""token_amount"": 861298.96,""token_unit"": ""XLM""}"
idunu-help-kids-thrive,15000.0,2024-04-08,stellar,stellar_community_fund,scf-25,"{""application_name"": ""IDUNU: Help Kids Thrive"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recLB7DIx8J5C198j"",""token_amount"": 112832,""token_unit"": ""XLM""}"
meru,98520.0,2024-04-08,stellar,stellar_community_fund,scf-25,"{""application_name"": ""Meru - Beyond Latin America"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recNGVuHLxCxlKmzw"",""token_amount"": 741080.62,""token_unit"": ""XLM""}"
connecting-balanced-to-stellar,50000.0,2024-04-03,stellar,stellar_community_fund,scf-25,"{""application_name"": ""Connecting Balanced to Stellar"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recQKKkneN4Bw49s9"",""token_amount"": 385228.19,""token_unit"": ""XLM""}"
frost-implementation,15000.0,2024-03-26,stellar,stellar_community_fund,scf-25,"{""application_name"": ""FROST Implementation"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recVKtrzbVBHALJF0"",""token_amount"": 109601.05,""token_unit"": ""XLM""}"
nearx-dev-educational-program,14990.0,2024-04-03,stellar,stellar_community_fund,scf-25,"{""application_name"": ""Dev Educational Program"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec0XaDF02evmi06n"",""token_amount"": 115491.41,""token_unit"": ""XLM""}"
coca-xyz,50000.0,2024-04-09,stellar,stellar_community_fund,scf-25,"{""application_name"": ""COCA.XYZ"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec2VJOCKxuBhs62G"",""token_amount"": 374437.87,""token_unit"": ""XLM""}"
stellarcarbon,51000.0,2024-04-12,stellar,stellar_community_fund,scf-25,"{""application_name"": ""Stellarcarbon Fractional"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recenP9txM5nrDzjs"",""token_amount"": 405156.44,""token_unit"": ""XLM""}"
mercury,100000.0,2024-06-12,stellar,stellar_community_fund,scf-25,"{""application_name"": ""The Mercury Ecosystem"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/reckeu03BF6X1OFq7"",""token_amount"": 1022967.67,""token_unit"": ""XLM""}"
stellar-nest,14800.0,2024-04-08,stellar,stellar_community_fund,scf-25,"{""application_name"": ""stellar-nest"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recPokqT9ma4wpqQE"",""token_amount"": 111327.58,""token_unit"": ""XLM""}"
stellar-zkcrossdex,50000.0,2024-03-29,stellar,stellar_community_fund,scf-25,"{""application_name"": ""Stellar zkCrossDEX"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recUhJNK7YD4XZNwm"",""token_amount"": 349291.04,""token_unit"": ""XLM""}"
stellaredu-by-cryptoconexi-n,15000.0,2024-04-09,stellar,stellar_community_fund,scf-25,"{""application_name"": ""StellarEdu by Cryptoconexión"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recXsnxgpZH5CqxAF"",""token_amount"": 112331.36,""token_unit"": ""XLM""}"
stellar-skynet-skyinsights,49997.0,2024-04-18,stellar,stellar_community_fund,scf-25,"{""application_name"": ""Stellar Skynet & SkyInsights"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recYJNdSR6lx5fl4w"",""token_amount"": 455686.39,""token_unit"": ""XLM""}"
stellar-razor-and-blazor-suite,40000.0,2024-03-29,stellar,stellar_community_fund,scf-25,"{""application_name"": ""Stellar Razor and Blazor Suite"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recZAb3KITV9paodq"",""token_amount"": 279432.83,""token_unit"": ""XLM""}"
