to_project_name,amount,funding_date,from_funder_name,grant_name,grant_pool_name,metadata
devtrak-developer-onboarding,14000.0,2024-04-09,stellar,stellar_community_fund,scf-25,"{""application_name"": ""DevTrak - Developer Onboarding"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/reczkFN5xjflJPlb8"",""token_amount"": 104842.6,""token_unit"": ""XLM""}"
orbitcdp,100000.0,2024-04-12,stellar,stellar_community_fund,scf-25,"{""application_name"": ""OrbitCDP: CDPs on Stellar"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recAH1SPekMp9LIYX"",""token_amount"": 794424.41,""token_unit"": ""XLM""}"
sanctum,85000.0,2024-04-09,stellar,stellar_community_fund,scf-25,"{""application_name"": ""Private Payments on Soroban"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recEXQ7VUoxGVHeZx"",""token_amount"": 639381.37,""token_unit"": ""XLM""}"
soroban-and-stellar-content,10000.0,2024-04-09,stellar,stellar_community_fund,scf-25,"{""application_name"": ""Soroban and Stellar Content"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recGYi64cLQpzppJU"",""token_amount"": 74887.57,""token_unit"": ""XLM""}"
forge,39630.0,2024-04-03,stellar,stellar_community_fund,scf-25,"{""application_name"": ""Forge"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recHPx4sYDpySiM0H"",""token_amount"": 305331.86,""token_unit"": ""XLM""}"
blade-tradfi-to-defi-bridge,50000.0,2024-04-03,stellar,stellar_community_fund,scf-25,"{""application_name"": ""Blade: TradFi to DeFi Bridge"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recggPol2z3X8Ndoi"",""token_amount"": 385228.19,""token_unit"": ""XLM""}"
dfns-stellar-support,25000.0,2024-03-29,stellar,stellar_community_fund,scf-25,"{""application_name"": ""Dfns Stellar Support"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/reciEIStd1IvAErh8"",""token_amount"": 174645.52,""token_unit"": ""XLM""}"
codelnpay,37923.0,2024-05-10,stellar,stellar_community_fund,scf-25,"{""application_name"": ""CodeLnPay"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/reco3cXFlyDt53B0u"",""token_amount"": 352399.04,""token_unit"": ""XLM""}"
pipeops,48000.0,2024-03-28,stellar,stellar_community_fund,scf-25,"{""application_name"": ""PipeOps"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recpCRmHBSmkdBEr9"",""token_amount"": 349195.03,""token_unit"": ""XLM""}"
soroban-cli-cross-platform-gui,77500.0,2024-04-18,stellar,stellar_community_fund,scf-25,"{""application_name"": ""Sora"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recqSpSssYoXYgmqp"",""token_amount"": 706356.29,""token_unit"": ""XLM""}"
hana-wallet,82000.0,2024-04-08,stellar,stellar_community_fund,scf-25,"{""application_name"": ""Hana Wallet: Defi Integrations"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recryJTSYRWHf1GqJ"",""token_amount"": 616814.97,""token_unit"": ""XLM""}"
